age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
39.0,Never-worked,11.0,Divorced,Exec-managerial,Not-in-family,White,0,3639.0,124.0,42.0,0
33.0,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,1,4443.0,96.0,47.0,1
21.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,1,2576.0,25.0,40.0,0
58.0,Private,8.0,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,1,170.0,119.0,45.0,0
30.0,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,1,4232.0,1343.0,38.0,1
50.0,Private,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1247.0,25.0,25.0,0
31.0,Self-emp-not-inc,13.0,Never-married,Other-service,Own-child,White,0,4636.0,189.0,36.0,0
52.0,Self-emp-inc,12.0,Married-civ-spouse,Prof-specialty,Husband,White,1,3526.0,114.0,40.0,0
49.0,Private,15.0,Married-civ-spouse,Prof-specialty,Husband,White,1,2091.0,208.0,55.0,1
44.0,State-gov,9.0,Never-married,Prof-specialty,Not-in-family,White,0,4035.0,70.0,38.0,0
24.0,Private,11.0,Never-married,Sales,Not-in-family,White,0,950.0,169.0,53.0,0
42.0,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,1,340.0,27.0,50.0,0
66.0,Private,12.0,Never-married,Other-service,Unmarried,Black,0,1769.0,47.0,4.0,0
21.0,?,4.0,Never-married,?,Not-in-family,Black,0,1499.0,144.0,64.0,0
21.0,Private,11.0,Never-married,Farming-fishing,Not-in-family,White,1,1633.0,137.0,42.0,0
43.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,1,706.0,84.0,62.0,1
43.0,Private,13.0,Married-civ-spouse,Adm-clerical,Husband,White,1,23094.0,139.0,55.0,0
49.0,Private,14.0,Divorced,Sales,Other-relative,White,0,2164.0,98.0,61.0,0
40.0,,9.0,Never-married,,Not-in-family,White,1,81874.0,2952.0,94.0,0
59.0,Private,12.0,Married-civ-spouse,Exec-managerial,Husband,White,1,1850.0,194.0,33.0,1
26.0,Private,14.0,Never-married,Machine-op-inspct,Unmarried,White,0,1455.0,170.0,51.0,0
38.0,Private,1.0,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,1,3042.0,2587.0,7.0,1
40.0,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,1,4294.0,118.0,39.0,1
77.0,Private,14.0,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,0,812.0,76.0,70.0,0
45.0,Private,12.0,Married-spouse-absent,Sales,Unmarried,White,0,798.0,17.0,55.0,0
55.0,Self-emp-not-inc,10.0,Never-married,Prof-specialty,Own-child,White,1,1423.0,1462.0,35.0,1
34.0,Federal-gov,10.0,Married-civ-spouse,Exec-managerial,Husband,White,1,970.0,2473.0,78.0,1
52.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,1,3628.0,148.0,40.0,1
30.0,Private,3.0,Widowed,Tech-support,Other-relative,Asian-Pac-Islander,1,22473.0,159.0,16.0,0
44.0,Private,5.0,Divorced,Transport-moving,Not-in-family,White,1,1702.0,605.0,63.0,0
58.0,Private,9.0,Divorced,Sales,Unmarried,White,0,61.0,149.0,40.0,0
35.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,1,3160.0,1575.0,11.0,0
52.0,Local-gov,9.0,Divorced,Adm-clerical,Not-in-family,Black,0,3609.0,13.0,68.0,0
38.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,1,4879.0,190.0,40.0,1
55.0,Private,9.0,Widowed,Adm-clerical,Unmarried,Black,0,64869.0,17.0,36.0,0
52.0,Private,9.0,Married-civ-spouse,Sales,Husband,Black,1,3448.0,150.0,55.0,0
56.0,Federal-gov,11.0,Divorced,Adm-clerical,Not-in-family,White,1,2262.0,139.0,40.0,0
48.0,Private,12.0,Divorced,Handlers-cleaners,Unmarried,White,0,9543.0,174.0,65.0,0
34.0,Private,11.0,Never-married,Other-service,Unmarried,Black,0,375.0,202.0,47.0,0
33.0,Private,13.0,Divorced,Craft-repair,Not-in-family,Black,1,1884.0,139.0,40.0,0
27.0,Self-emp-not-inc,11.0,Never-married,Craft-repair,Unmarried,Black,1,4363.0,79.0,40.0,0
50.0,Private,14.0,Divorced,Adm-clerical,Not-in-family,White,0,4822.0,961.0,89.0,1
69.0,Private,6.0,Separated,Handlers-cleaners,Not-in-family,White,1,3914.0,64.0,73.0,0
51.0,State-gov,14.0,Married-civ-spouse,Other-service,Husband,White,1,2627.0,40.0,41.0,0
33.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,1,95831.0,2.0,38.0,0
61.0,Private,5.0,Married-civ-spouse,Other-service,Husband,White,1,4864.0,4144.0,90.0,0
32.0,Private,5.0,Divorced,Handlers-cleaners,Not-in-family,White,1,2295.0,171.0,19.0,0
35.0,Private,11.0,Never-married,Sales,Not-in-family,White,1,3298.0,3484.0,17.0,0
31.0,Private,10.0,Divorced,Handlers-cleaners,Not-in-family,White,1,3390.0,25.0,55.0,0
35.0,Self-emp-not-inc,6.0,Married-civ-spouse,Sales,Husband,White,1,422.0,156.0,38.0,1
34.0,Private,4.0,Married-civ-spouse,Craft-repair,Husband,White,1,2483.0,124.0,38.0,0
48.0,Private,13.0,Divorced,Adm-clerical,Unmarried,Black,0,3471.0,179.0,36.0,0
21.0,Self-emp-not-inc,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,1,3573.0,129.0,25.0,0
45.0,,8.0,Married-civ-spouse,,Husband,White,1,3130.0,43.0,45.0,0
62.0,,15.0,Separated,,Unmarried,Black,0,70027.0,969.0,93.0,0
51.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,1,2124.0,57.0,53.0,0
26.0,Private,2.0,Never-married,Other-service,Own-child,White,1,977.0,26.0,47.0,0
52.0,Private,9.0,Married-civ-spouse,Prof-specialty,Husband,White,1,8852.0,202.0,43.0,1
64.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,1,1739.0,4.0,52.0,1
42.0,Private,14.0,Married-civ-spouse,Sales,Husband,White,1,1307.0,3117.0,52.0,1
29.0,Federal-gov,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,1,4502.0,111.0,39.0,1
42.0,Private,9.0,Never-married,Adm-clerical,Own-child,White,0,4135.0,1720.0,40.0,0
54.0,Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,1,2205.0,1974.0,12.0,1
74.0,Self-emp-not-inc,12.0,Widowed,Adm-clerical,Not-in-family,White,0,346.0,83.0,37.0,0
38.0,Private,10.0,Divorced,Exec-managerial,Unmarried,White,0,8857.0,91.0,29.0,0
24.0,Private,10.0,Never-married,Sales,Own-child,White,0,2418.0,123.0,39.0,0
44.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,1,996.0,106.0,39.0,0
22.0,Never-worked,11.0,Never-married,Sales,Own-child,White,0,538.0,25.0,46.0,0
34.0,Federal-gov,15.0,Married-civ-spouse,Prof-specialty,Husband,White,1,609.0,113.0,53.0,0
40.0,Private,14.0,Married-civ-spouse,Tech-support,Husband,White,1,3659.0,513.0,20.0,1
21.0,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,1,3444.0,141.0,60.0,0
26.0,Local-gov,7.0,Never-married,Craft-repair,Not-in-family,White,1,3184.0,146.0,30.0,0
65.0,Private,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,1,3853.0,25.0,39.0,0
22.0,Private,13.0,Separated,Sales,Other-relative,Asian-Pac-Islander,1,4362.0,181.0,58.0,0
33.0,Private,7.0,Never-married,Other-service,Not-in-family,White,0,1650.0,131.0,20.0,0
43.0,Private,14.0,Married-civ-spouse,Craft-repair,Husband,White,1,2059.0,192.0,6.0,0
38.0,Private,16.0,Married-civ-spouse,Craft-repair,Husband,White,1,2825.0,112.0,35.0,0
38.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,1,3924.0,190.0,56.0,0
62.0,Private,4.0,Married-civ-spouse,Prof-specialty,Husband,White,1,15337.0,609.0,60.0,0
36.0,Self-emp-inc,13.0,Divorced,Sales,Not-in-family,White,1,566.0,121.0,38.0,0
50.0,?,7.0,Married-civ-spouse,?,Husband,White,1,2260.0,128.0,58.0,0
37.0,Private,11.0,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,1,3876.0,83.0,37.0,0
25.0,Private,9.0,Never-married,Machine-op-inspct,Other-relative,Black,1,2044.0,184.0,26.0,0
21.0,Private,9.0,Married-spouse-absent,Other-service,Not-in-family,White,1,2472.0,211.0,19.0,0
39.0,?,11.0,Never-married,Other-service,Unmarried,White,0,816.0,2724.0,20.0,0
29.0,Private,11.0,Never-married,Craft-repair,Own-child,White,1,1090.0,19.0,51.0,0
23.0,Private,10.0,Never-married,Exec-managerial,Own-child,White,1,4743.0,57.0,40.0,0
43.0,Private,5.0,Married-civ-spouse,Handlers-cleaners,Husband,White,1,118.0,136.0,33.0,0
80.0,Private,8.0,Married-civ-spouse,Other-service,Husband,White,1,2237.0,45.0,38.0,0
28.0,State-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,1,4173.0,156.0,40.0,0
22.0,Private,14.0,Never-married,Craft-repair,Not-in-family,White,0,49824.0,153.0,30.0,0
46.0,State-gov,14.0,Divorced,Protective-serv,Not-in-family,White,1,37675.0,31.0,1.0,0
40.0,Local-gov,5.0,Divorced,Craft-repair,Not-in-family,White,1,1011.0,32.0,36.0,0
53.0,,10.0,Married-spouse-absent,,Not-in-family,Other,0,539.0,151.0,15.0,0
38.0,Local-gov,14.0,Never-married,Prof-specialty,Own-child,Black,0,12855.0,86.0,37.0,0
90.0,Private,12.0,Widowed,Craft-repair,Other-relative,White,1,1776.0,3115.0,1.0,0
37.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,1,4606.0,38.0,37.0,0
50.0,State-gov,11.0,Married-civ-spouse,Protective-serv,Husband,White,1,1771.0,176.0,71.0,0
18.0,Self-emp-inc,6.0,Never-married,Machine-op-inspct,Own-child,White,1,4575.0,513.0,77.0,0
33.0,Private,12.0,Married-civ-spouse,Exec-managerial,Husband,White,1,9028.0,110.0,38.0,0
21.0,Private,13.0,Never-married,Prof-specialty,Own-child,White,1,3973.0,62.0,20.0,0
36.0,Private,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,1,67273.0,45.0,41.0,0
29.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,1,4882.0,689.0,24.0,1
37.0,State-gov,14.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,1,3539.0,103.0,38.0,0
29.0,?,5.0,Married-civ-spouse,?,Husband,Asian-Pac-Islander,1,1951.0,73.0,99.0,0
56.0,Private,13.0,Divorced,Exec-managerial,Other-relative,Black,0,4670.0,1743.0,58.0,0
39.0,Local-gov,15.0,Married-civ-spouse,Prof-specialty,Husband,White,1,4835.0,3631.0,28.0,1
34.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,1,999.0,202.0,37.0,0
65.0,Private,8.0,Married-civ-spouse,Other-service,Husband,Other,1,709.0,40.0,17.0,0
17.0,Private,11.0,Never-married,Other-service,Own-child,Black,0,28.0,31.0,21.0,0
59.0,Private,15.0,Married-civ-spouse,Other-service,Husband,White,1,4108.0,214.0,38.0,0
47.0,,2.0,Divorced,,Not-in-family,White,0,1875.0,79.0,80.0,0
26.0,Private,12.0,Married-civ-spouse,Adm-clerical,Wife,White,0,3952.0,82.0,30.0,1
45.0,Self-emp-not-inc,12.0,Married-civ-spouse,Prof-specialty,Husband,White,1,3216.0,149.0,61.0,1
62.0,Private,12.0,Divorced,Prof-specialty,Not-in-family,Black,0,1843.0,95.0,53.0,0
26.0,Private,9.0,Never-married,Machine-op-inspct,Not-in-family,White,1,2704.0,4203.0,87.0,1
57.0,Private,11.0,Married-civ-spouse,Prof-specialty,Husband,White,1,1451.0,145.0,39.0,1
69.0,Private,4.0,Divorced,Adm-clerical,Other-relative,White,0,865.0,4284.0,80.0,0
39.0,Private,9.0,Married-civ-spouse,Sales,Husband,White,1,2074.0,1046.0,20.0,1
22.0,Private,9.0,Never-married,Other-service,Not-in-family,White,0,3325.0,206.0,36.0,0
28.0,Private,14.0,Never-married,Prof-specialty,Not-in-family,White,1,17246.0,61.0,17.0,0
33.0,Private,9.0,Never-married,Other-service,Unmarried,White,0,4548.0,126.0,12.0,0
61.0,Private,9.0,Never-married,Sales,Other-relative,White,0,97491.0,54.0,35.0,0
49.0,Self-emp-not-inc,14.0,Married-civ-spouse,Prof-specialty,Husband,White,1,4901.0,79.0,38.0,1
35.0,Private,7.0,Never-married,Craft-repair,Not-in-family,White,0,6491.0,47.0,37.0,0
29.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,1,3843.0,19.0,39.0,0
36.0,Private,11.0,Married-civ-spouse,Other-service,Wife,White,0,4787.0,2322.0,83.0,0
43.0,Private,7.0,Divorced,Transport-moving,Unmarried,White,1,4793.0,21.0,34.0,0
38.0,Private,5.0,Separated,Other-service,Not-in-family,White,1,4445.0,175.0,39.0,0
40.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,Black,0,30912.0,182.0,39.0,1
44.0,?,2.0,Divorced,?,Not-in-family,White,0,65369.0,215.0,63.0,0
32.0,Private,11.0,Married-civ-spouse,Handlers-cleaners,Husband,White,1,3418.0,44.0,71.0,0
36.0,Private,9.0,Married-civ-spouse,Other-service,Wife,White,0,4441.0,142.0,39.0,0
35.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,1,89.0,46.0,16.0,0
23.0,Private,4.0,Never-married,Craft-repair,Not-in-family,Black,1,3709.0,867.0,48.0,0
21.0,Private,9.0,Separated,Adm-clerical,Unmarried,Black,0,368.0,2.0,37.0,1
21.0,Private,9.0,Never-married,Craft-repair,Not-in-family,White,1,433.0,14.0,39.0,0
44.0,Private,13.0,Married-civ-spouse,Farming-fishing,Husband,White,1,390.0,2491.0,29.0,1
76.0,Private,12.0,Married-civ-spouse,Craft-repair,Husband,White,1,1160.0,4153.0,80.0,1
61.0,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,1,5474.0,22.0,74.0,1
50.0,State-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,1,3798.0,132.0,40.0,1
24.0,Private,15.0,Never-married,Adm-clerical,Not-in-family,White,1,997.0,3361.0,92.0,0
22.0,Private,9.0,Never-married,Other-service,Own-child,White,0,10396.0,126.0,37.0,0
34.0,Private,15.0,Married-spouse-absent,Sales,Other-relative,Black,0,4864.0,24.0,14.0,0
85.0,Self-emp-not-inc,6.0,Separated,Craft-repair,Wife,Other,1,2955.0,4322.0,94.0,1
45.0,,7.0,Divorced,,Unmarried,Black,0,46117.0,393.0,77.0,0
24.0,Self-emp-not-inc,2.0,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,1,637.0,139.0,39.0,0
33.0,Private,5.0,Never-married,Other-service,Not-in-family,White,1,615.0,111.0,35.0,0
45.0,Private,5.0,Divorced,Other-service,Not-in-family,White,0,3240.0,146.0,59.0,0
39.0,Private,8.0,Divorced,Machine-op-inspct,Unmarried,White,0,460.0,52.0,39.0,1
29.0,Private,2.0,Never-married,Prof-specialty,Not-in-family,White,0,1412.0,53.0,56.0,0
39.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,1,217.0,435.0,56.0,1
41.0,Local-gov,7.0,Married-civ-spouse,Prof-specialty,Husband,White,1,4781.0,81.0,36.0,1
31.0,Private,9.0,Never-married,Other-service,Unmarried,White,0,3256.0,59.0,31.0,0
42.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,1,1772.0,1879.0,38.0,1
23.0,Private,8.0,Never-married,Exec-managerial,Unmarried,White,1,1199.0,3135.0,14.0,0
24.0,Private,9.0,Never-married,Craft-repair,Not-in-family,White,1,4699.0,48.0,55.0,0
33.0,State-gov,15.0,Married-civ-spouse,Prof-specialty,Wife,White,0,522.0,150.0,39.0,1
43.0,?,16.0,Married-civ-spouse,?,Other-relative,Amer-Indian-Eskimo,1,2590.0,152.0,53.0,0
62.0,Private,15.0,Widowed,Sales,Not-in-family,White,0,4856.0,91.0,19.0,0
31.0,Private,10.0,Never-married,Exec-managerial,Not-in-family,White,1,1750.0,118.0,72.0,0
51.0,Self-emp-not-inc,10.0,Divorced,Prof-specialty,Other-relative,Black,0,3815.0,96.0,12.0,0
39.0,Private,13.0,Divorced,Prof-specialty,Unmarried,White,0,10660.0,67.0,39.0,1
39.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,1,2795.0,41.0,45.0,0
59.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,1,3143.0,156.0,36.0,1
45.0,Local-gov,10.0,Married-civ-spouse,Prof-specialty,Husband,White,1,1279.0,4059.0,7.0,1
24.0,Private,9.0,Never-married,Craft-repair,Own-child,White,1,916.0,38.0,40.0,0
30.0,Private,11.0,Never-married,Sales,Not-in-family,White,1,2067.0,100.0,40.0,0
40.0,Private,13.0,Married-civ-spouse,Adm-clerical,Husband,White,1,2789.0,199.0,40.0,1
52.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,1,2969.0,21.0,50.0,1
19.0,Private,8.0,Never-married,Adm-clerical,Unmarried,White,0,63796.0,695.0,16.0,1
26.0,Private,14.0,Never-married,Other-service,Not-in-family,White,0,4065.0,3726.0,63.0,0
48.0,Private,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,1,93802.0,81.0,18.0,0
33.0,Private,9.0,Never-married,Sales,Not-in-family,White,1,2801.0,171.0,61.0,0
43.0,Local-gov,14.0,Divorced,Prof-specialty,Unmarried,White,0,487.0,47.0,20.0,0
75.0,Private,6.0,Separated,Adm-clerical,Unmarried,White,0,4566.0,1.0,68.0,1
64.0,Private,4.0,Married-civ-spouse,Adm-clerical,Husband,White,1,3012.0,2204.0,83.0,0
27.0,Private,11.0,Married-civ-spouse,Sales,Husband,White,1,2319.0,17.0,38.0,0
44.0,Local-gov,9.0,Married-civ-spouse,Protective-serv,Husband,White,1,2243.0,2514.0,79.0,1
42.0,Federal-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,1,28211.0,129.0,40.0,1
30.0,Local-gov,12.0,Never-married,Protective-serv,Not-in-family,White,1,887.0,178.0,30.0,0
30.0,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,1,3292.0,2463.0,27.0,1
42.0,Private,8.0,Married-civ-spouse,Prof-specialty,Wife,White,0,1843.0,72.0,37.0,0
72.0,Private,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,1,39579.0,3620.0,77.0,0
23.0,Private,9.0,Never-married,Other-service,Own-child,White,1,4952.0,171.0,63.0,0
28.0,Local-gov,15.0,Never-married,Prof-specialty,Not-in-family,White,1,2512.0,183.0,40.0,0
22.0,Private,9.0,Never-married,Other-service,Own-child,White,1,1238.0,128.0,37.0,0
23.0,Local-gov,13.0,Never-married,Prof-specialty,Own-child,Black,1,2955.0,60.0,39.0,0
51.0,Private,14.0,Married-civ-spouse,Other-service,Unmarried,Black,0,4634.0,165.0,11.0,0
31.0,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,1,169.0,186.0,58.0,1
33.0,Self-emp-not-inc,14.0,Never-married,Prof-specialty,Not-in-family,White,1,3278.0,55.0,23.0,0
25.0,?,13.0,Never-married,?,Own-child,White,1,78373.0,3547.0,60.0,0
40.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,1,4915.0,33.0,62.0,0
36.0,?,12.0,Married-civ-spouse,?,Husband,White,1,1524.0,2352.0,82.0,0
43.0,Private,2.0,Divorced,Other-service,Not-in-family,White,1,3588.0,281.0,77.0,0
61.0,Private,8.0,Married-civ-spouse,Sales,Husband,White,1,2074.0,57.0,14.0,0
27.0,Local-gov,13.0,Divorced,Machine-op-inspct,Not-in-family,White,1,2450.0,79.0,37.0,0
22.0,Private,13.0,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,0,2025.0,199.0,45.0,0
24.0,Private,2.0,Never-married,Handlers-cleaners,Own-child,White,1,1708.0,167.0,55.0,0
45.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,1,4312.0,77.0,38.0,1
44.0,Private,12.0,Married-civ-spouse,Exec-managerial,Husband,White,1,4917.0,17.0,36.0,1
27.0,Private,16.0,Separated,Adm-clerical,Unmarried,Black,0,1726.0,45.0,74.0,0
42.0,Private,11.0,Married-civ-spouse,Exec-managerial,Husband,White,1,3830.0,877.0,65.0,1
70.0,Private,7.0,Married-civ-spouse,Sales,Other-relative,Amer-Indian-Eskimo,0,3064.0,3043.0,95.0,0
31.0,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,1,156.0,3882.0,3.0,0
42.0,Local-gov,14.0,Never-married,Adm-clerical,Not-in-family,White,0,1972.0,104.0,51.0,0
44.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,1,368.0,9.0,18.0,1
23.0,Federal-gov,14.0,Divorced,Prof-specialty,Not-in-family,White,1,4969.0,18.0,53.0,1
50.0,Private,10.0,Married-civ-spouse,Farming-fishing,Husband,White,1,4714.0,62.0,40.0,0
52.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,1,3534.0,67.0,40.0,1
24.0,Private,11.0,Never-married,Exec-managerial,Own-child,White,1,4683.0,206.0,55.0,0
48.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,1,100.0,167.0,51.0,1
55.0,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,1,4035.0,198.0,60.0,1
26.0,Self-emp-not-inc,15.0,Never-married,Sales,Own-child,White,1,91433.0,516.0,78.0,0
55.0,Private,13.0,Divorced,Adm-clerical,Not-in-family,White,0,286.0,43.0,40.0,0
22.0,Private,15.0,Never-married,Prof-specialty,Other-relative,White,0,94359.0,143.0,69.0,0
44.0,Private,14.0,Married-civ-spouse,Prof-specialty,Wife,White,0,2437.0,3363.0,54.0,1
43.0,Self-emp-not-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,1,3546.0,144.0,37.0,1
19.0,Private,6.0,Never-married,Other-service,Own-child,White,1,874.0,84.0,17.0,0
43.0,Private,14.0,Divorced,Adm-clerical,Unmarried,White,0,2414.0,88.0,40.0,0
86.0,Private,14.0,Divorced,Prof-specialty,Other-relative,Other,0,97774.0,56.0,22.0,0
21.0,?,9.0,Never-married,?,Own-child,Black,0,3570.0,136.0,82.0,0
51.0,Private,14.0,Married-civ-spouse,Craft-repair,Husband,White,1,1573.0,2253.0,85.0,0
25.0,Private,15.0,Never-married,Exec-managerial,Own-child,White,0,1110.0,81.0,13.0,0
39.0,Private,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,1,2809.0,45.0,40.0,0
35.0,Private,9.0,Divorced,Adm-clerical,Other-relative,White,0,4521.0,29.0,39.0,0
43.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,0,1857.0,146.0,19.0,0
62.0,Private,3.0,Married-civ-spouse,Adm-clerical,Husband,White,1,3421.0,92.0,80.0,0
53.0,Private,3.0,Married-civ-spouse,Craft-repair,Husband,White,1,2780.0,3903.0,13.0,1
23.0,Private,6.0,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,1,1229.0,85.0,24.0,0
37.0,Self-emp-inc,13.0,Married-civ-spouse,Sales,Husband,White,1,3842.0,87.0,41.0,1
67.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,1,4931.0,2496.0,36.0,1
36.0,Self-emp-inc,9.0,Never-married,Sales,Not-in-family,Asian-Pac-Islander,1,1295.0,94.0,54.0,0
33.0,Self-emp-not-inc,14.0,Married-civ-spouse,Farming-fishing,Husband,White,1,1923.0,0.0,22.0,0
20.0,Private,9.0,Never-married,Other-service,Other-relative,White,1,11230.0,6.0,24.0,0
40.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,1,2945.0,90.0,37.0,1
49.0,Private,13.0,Divorced,Craft-repair,Unmarried,White,0,1021.0,131.0,38.0,0
51.0,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,0,1035.0,22.0,36.0,0
56.0,Self-emp-not-inc,2.0,Married-civ-spouse,Sales,Husband,White,1,2216.0,303.0,47.0,1
83.0,Private,5.0,Divorced,Adm-clerical,Unmarried,White,0,33243.0,41.0,32.0,1
59.0,Private,14.0,Divorced,Adm-clerical,Not-in-family,White,1,1114.0,4311.0,86.0,0
43.0,Federal-gov,3.0,Divorced,Tech-support,Not-in-family,White,1,3286.0,1.0,11.0,0
23.0,Private,10.0,Never-married,Other-service,Unmarried,White,0,4276.0,122.0,15.0,0
28.0,Private,9.0,Never-married,Sales,Not-in-family,White,0,1560.0,182.0,18.0,0
24.0,?,9.0,Never-married,Craft-repair,Not-in-family,Black,1,761.0,33.0,36.0,0
28.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,1,4222.0,215.0,40.0,0
44.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,1,3352.0,1499.0,46.0,0
25.0,Private,9.0,Married-civ-spouse,Other-service,Wife,White,0,1606.0,63.0,36.0,0
17.0,Private,9.0,Never-married,Craft-repair,Own-child,White,1,4903.0,519.0,48.0,0
46.0,Self-emp-inc,8.0,Married-civ-spouse,Exec-managerial,Husband,White,1,2657.0,2114.0,78.0,1
63.0,Private,8.0,Married-civ-spouse,Craft-repair,Husband,White,1,2666.0,73.0,30.0,0
88.0,Local-gov,12.0,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,1,4865.0,44.0,74.0,0
72.0,Private,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1128.0,85.0,37.0,0
51.0,Self-emp-not-inc,16.0,Married-civ-spouse,Prof-specialty,Wife,White,0,1650.0,135.0,51.0,1
41.0,,2.0,Married-civ-spouse,,Husband,White,1,3868.0,70.0,94.0,0
55.0,State-gov,4.0,Married-civ-spouse,Prof-specialty,Husband,White,1,3046.0,25.0,39.0,0
36.0,Self-emp-not-inc,13.0,Never-married,Farming-fishing,Not-in-family,White,1,4190.0,207.0,37.0,0
25.0,Private,13.0,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,1,3659.0,5.0,53.0,1
27.0,Self-emp-inc,14.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,1,859.0,122.0,66.0,0
25.0,Private,9.0,Never-married,Other-service,Unmarried,White,0,4066.0,75.0,38.0,0
29.0,Self-emp-inc,10.0,Widowed,Exec-managerial,Unmarried,Black,0,348.0,3417.0,71.0,0
18.0,Local-gov,3.0,Never-married,Priv-house-serv,Own-child,Other,0,3679.0,155.0,41.0,0
43.0,Local-gov,10.0,Married-civ-spouse,Prof-specialty,Husband,White,1,2880.0,384.0,56.0,1
32.0,Private,9.0,Widowed,Machine-op-inspct,Not-in-family,White,0,4434.0,126.0,39.0,0
25.0,Private,14.0,Divorced,Sales,Not-in-family,White,0,3496.0,162.0,63.0,0
43.0,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,1,2717.0,87.0,39.0,1
23.0,Self-emp-not-inc,10.0,Never-married,Farming-fishing,Not-in-family,White,1,4049.0,164.0,38.0,0
64.0,Private,3.0,Widowed,Adm-clerical,Not-in-family,White,0,1127.0,77.0,98.0,0
26.0,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,1,78443.0,72.0,18.0,0
18.0,Private,3.0,Never-married,Farming-fishing,Own-child,White,1,1812.0,117.0,55.0,0
30.0,Private,2.0,Never-married,Tech-support,Not-in-family,Black,0,50156.0,212.0,18.0,0
