,age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
1473,35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
1474,26,Self-emp-not-inc,9,Never-married,Farming-fishing,Own-child,White,1,0,0,40,0
1475,20,Private,10,Never-married,Sales,Own-child,White,0,0,0,40,0
1476,55,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,0
1477,45,Private,10,Divorced,Exec-managerial,Unmarried,White,0,3,0,40,0
1478,50,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1,0,40,1
1479,22,?,9,Never-married,?,Unmarried,White,0,2,0,53,0
1480,32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,0
1481,48,Private,9,Divorced,Other-service,Unmarried,White,0,0,0,40,0
1482,35,Private,9,Divorced,Other-service,Not-in-family,White,1,0,0,40,0
1483,24,Private,10,Never-married,Sales,Not-in-family,White,0,0,0,40,0
1484,28,Private,9,Never-married,Craft-repair,Not-in-family,White,1,2,0,40,0
1485,32,Private,10,Divorced,Sales,Unmarried,White,0,1,0,40,0
1486,35,Private,5,Married-civ-spouse,Machine-op-inspct,Other-relative,White,1,4,0,40,0
1487,55,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,2,0,35,0
1488,26,Private,9,Never-married,Sales,Unmarried,White,0,0,0,40,0
1489,34,?,13,Widowed,Prof-specialty,Unmarried,White,0,0,0,40,0
1490,27,?,9,Widowed,?,Unmarried,White,0,0,0,19,0
1491,46,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,1699,40,0
1492,64,Self-emp-not-inc,9,Widowed,Exec-managerial,Not-in-family,White,0,0,0,11,0
1493,46,Private,13,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,0
1494,32,Private,13,Married-civ-spouse,Sales,Husband,White,1,1,1900,40,1
1495,52,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
1496,58,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,7662,0,41,1
1497,27,Private,10,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,0
1498,53,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,1,5,0,50,1
1499,30,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,0,1,0,40,0
1500,62,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,7,1649,40,0
1501,50,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,0
1502,24,Private,10,Never-married,Handlers-cleaners,Own-child,White,1,1,0,40,0
1503,41,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,0
1504,30,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,1,3,0,40,0
1505,53,Private,9,Widowed,Handlers-cleaners,Not-in-family,White,1,2,0,40,0
1506,26,?,9,Divorced,?,Unmarried,White,0,0,0,40,0
1507,33,Private,9,Married-civ-spouse,Craft-repair,Own-child,White,1,2,0,40,0
1508,28,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
1509,30,,7,Divorced,,Not-in-family,White,0,1,0,40,0
1510,20,Private,7,Never-married,Adm-clerical,Own-child,White,0,0,0,40,0
1511,26,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
1512,34,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,0
1513,21,Private,9,Never-married,Craft-repair,Not-in-family,White,1,2,0,45,0
1514,28,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,2,0,40,0
1515,44,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
1516,25,?,9,Divorced,?,Not-in-family,White,0,0,0,40,0
1517,31,Private,12,Divorced,Tech-support,Not-in-family,White,1,0,0,40,0
1518,32,Private,9,Divorced,Other-service,Unmarried,White,0,0,0,40,0
1519,45,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,1,1,0,40,1
1520,23,Private,3,Never-married,Other-service,Not-in-family,White,0,1,0,15,0
1521,26,Private,9,Married-civ-spouse,Other-service,Wife,White,0,1,0,40,0
1522,31,Private,10,Divorced,Other-service,Unmarried,White,0,1,0,40,0
1523,60,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,0
1524,32,Private,10,Married-civ-spouse,Sales,Husband,White,1,2,0,40,0
1525,41,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
1526,35,Private,9,Never-married,Other-service,Not-in-family,White,0,0,0,40,0
1527,52,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,1
1528,38,Private,9,Divorced,Farming-fishing,Unmarried,White,1,0,0,40,0
1529,39,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
1530,40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
1531,48,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,1
1532,51,Private,13,Married-civ-spouse,Tech-support,Husband,White,1,1,0,40,1
1533,32,Private,10,Divorced,Sales,Not-in-family,White,1,0,0,40,0
1534,48,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,1
1535,17,Private,10,Never-married,Sales,Own-child,White,1,0,0,7,0
1536,30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
1537,29,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,57,0
1538,23,Private,9,Never-married,Transport-moving,Not-in-family,White,1,0,0,40,0
1539,22,Private,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,0
1540,64,?,10,Widowed,?,Unmarried,White,0,1,0,40,0
1541,30,Private,10,Divorced,Handlers-cleaners,Unmarried,White,1,0,1932,40,0
1542,26,Private,10,Never-married,Craft-repair,Own-child,White,1,2,0,40,0
1543,21,Private,9,Never-married,Adm-clerical,Not-in-family,White,0,0,0,20,0
1544,32,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,1,0,40,0
1545,35,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,46,0
1546,29,Private,9,Never-married,Adm-clerical,Not-in-family,White,1,2,0,40,0
1547,50,Private,10,Never-married,Sales,Not-in-family,White,0,8,0,50,0
1548,53,Private,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,1
1549,25,Private,12,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
1550,29,Private,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,1,0,0,40,0
1551,61,?,9,Married-civ-spouse,?,Wife,White,0,0,0,10,0
1552,20,Private,10,Never-married,Prof-specialty,Own-child,White,0,0,0,20,0
1553,68,Self-emp-not-inc,9,Widowed,Prof-specialty,Wife,White,0,1,0,22,0
1554,32,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,4,0,40,0
1555,54,Private,7,Married-civ-spouse,Adm-clerical,Wife,White,0,3,0,40,0
1556,61,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
1557,63,Private,9,Married-civ-spouse,Sales,Not-in-family,White,1,0,0,46,0
1558,33,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,0
1559,32,Private,9,Separated,Machine-op-inspct,Unmarried,Black,0,0,1,40,0
1560,25,Private,10,Never-married,Other-service,Not-in-family,White,0,0,0,40,0
1561,30,Private,13,Divorced,Prof-specialty,Not-in-family,White,1,0,0,40,0
1562,47,Private,10,Divorced,Adm-clerical,Not-in-family,White,0,3,0,40,0
1563,62,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,16,0,40,0
1564,35,Private,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
1565,20,Private,10,Never-married,Handlers-cleaners,Own-child,White,1,0,0,23,0
1566,35,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
1567,48,Private,9,Never-married,Other-service,Not-in-family,White,0,0,0,40,0
1568,28,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,1,1,0,40,0
1569,19,Private,9,Never-married,Craft-repair,Own-child,White,1,0,0,23,0
1570,30,Private,13,Never-married,Adm-clerical,Not-in-family,White,0,2,0,40,0
1571,33,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,57,0
1572,33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3017,0,40,0
1573,31,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
1574,32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,10,0,45,0
1575,21,Private,10,Never-married,Exec-managerial,Own-child,White,0,0,0,23,0
1576,36,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
1577,30,Private,12,Married-civ-spouse,Sales,Husband,White,1,1,0,40,0
1578,20,Private,5,Never-married,Machine-op-inspct,Own-child,White,1,1,0,40,0
1579,20,?,10,Never-married,?,Own-child,White,0,0,0,40,0
1580,36,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
1581,33,Private,10,Divorced,Sales,Not-in-family,White,1,0,0,40,0
1582,46,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,2,0,40,0
1583,38,,10,Divorced,,Unmarried,White,1,0,0,40,0
1584,52,Private,9,Divorced,Other-service,Unmarried,White,0,0,0,40,0
1585,33,Private,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,1,0,0,40,0
1586,37,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
1587,35,Private,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
1588,65,Private,8,Married-civ-spouse,Other-service,Husband,White,1,2,0,19,0
1589,29,Private,9,Separated,Other-service,Unmarried,White,0,0,0,40,0
1590,47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,1
1591,33,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
1592,19,Private,10,Never-married,Sales,Own-child,White,0,1,0,20,0
1593,32,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,0
1594,45,Private,5,Married-spouse-absent,Craft-repair,Not-in-family,White,1,1,0,40,0
1595,62,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Wife,White,1,0,0,7,1
1596,58,Private,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,0
1597,54,Private,9,Widowed,Other-service,Not-in-family,White,0,6,0,21,0
1598,44,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,14,0,40,0
1599,43,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,1,0,0,50,1
1600,47,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,4,0,40,0
1601,36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
1602,41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,15176,0,40,1
1603,28,Private,10,Never-married,Craft-repair,Not-in-family,White,1,1,0,50,1
1604,35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
1605,28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,0
1606,33,Private,9,Widowed,Adm-clerical,Unmarried,White,0,4590,0,40,0
1607,49,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,0,15033,0,40,1
1608,46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,2,0,50,1
1609,44,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,1,2,0,40,1
1610,17,,10,Never-married,?,Own-child,White,0,2,0,14,0
1611,50,Private,9,Widowed,Sales,Unmarried,White,0,0,0,22,0
1612,40,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,0,16,0,40,1
1613,31,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,1902,40,0
1614,29,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
1615,36,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,1
1616,25,Private,5,Never-married,Other-service,Not-in-family,White,0,0,0,40,0
1617,27,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,4,0,40,0
1618,34,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,63,0
1619,20,Private,10,Never-married,Prof-specialty,Not-in-family,White,0,0,0,22,0
1620,54,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,0,4,0,21,1
1621,28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
1622,65,,13,Married-civ-spouse,Prof-specialty,Wife,White,0,1,0,11,0
1623,45,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,1,14919,0,40,1
1624,21,Private,9,Never-married,Adm-clerical,Not-in-family,White,0,15,0,23,0
1625,32,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1,0,40,0
1626,31,Private,9,Divorced,Craft-repair,Own-child,White,1,1,0,40,0
1627,37,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,0
1628,27,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
1629,40,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,1862,40,1
1630,35,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,2261,40,0
1631,29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,40,0
1632,23,Private,10,Never-married,Adm-clerical,Own-child,White,1,0,0,40,0
1633,53,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,0,2,0,40,1
1634,50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,7,0,50,1
1635,46,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,1,4001,0,40,1
1636,34,Private,10,Separated,Sales,Unmarried,White,0,0,0,27,0
1637,25,Private,10,Never-married,Other-service,Own-child,White,1,1,0,24,0
1638,49,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,1
1639,58,Self-emp-not-inc,15,Divorced,Prof-specialty,Not-in-family,White,1,0,0,40,1
1640,29,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,0,0,0,40,0
1641,35,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
1642,57,Private,3,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
1643,31,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
1644,58,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
1645,27,Private,9,Married-civ-spouse,Sales,Wife,White,0,2,0,38,0
1646,33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
1647,35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,0
1648,37,Private,13,Divorced,Prof-specialty,Unmarried,White,0,0,0,40,0
1649,23,Private,10,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,0
1650,31,Private,13,Never-married,Craft-repair,Not-in-family,White,1,2,0,40,0
1651,58,?,9,Married-civ-spouse,?,Husband,White,1,1,0,40,1
1652,23,Private,13,Never-married,Exec-managerial,Own-child,White,1,0,0,16,0
1653,53,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,10,1
1654,32,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,1,40,1
1655,32,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,1
1656,31,Private,10,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,0
1657,18,Private,7,Never-married,Other-service,Own-child,White,0,0,0,22,0
1658,35,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,0
1659,21,Private,9,Never-married,Priv-house-serv,Unmarried,White,0,2,0,40,0
1660,49,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
1661,19,Private,9,Never-married,Adm-clerical,Own-child,White,0,0,0,40,0
1662,54,?,10,Widowed,?,Not-in-family,White,0,0,0,10,0
1663,35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
1664,29,Private,9,Never-married,Farming-fishing,Not-in-family,White,1,1,0,40,0
1665,53,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,White,0,1,0,21,0
1666,52,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,1,1,0,50,1
1667,20,Private,9,Never-married,Sales,Not-in-family,White,0,0,0,40,0
1668,32,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,24,0,45,0
1669,63,?,10,Married-civ-spouse,?,Wife,White,0,0,0,13,0
1670,25,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,0,3,0,40,0
1671,39,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
1672,34,Local-gov,10,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,1
1673,45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,1737,40,0
1674,24,Private,12,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,0
1675,34,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
1676,43,Private,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,39,0
1677,33,Private,9,Married-civ-spouse,Tech-support,Husband,White,1,1,0,40,1
1678,50,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
1679,50,Self-emp-not-inc,9,Widowed,,Unmarried,White,0,0,0,23,0
1680,30,Private,10,Never-married,Adm-clerical,Not-in-family,White,0,1,0,40,0
1681,24,?,12,Never-married,Prof-specialty,Own-child,White,0,2,0,40,0
1682,36,Private,13,Separated,Sales,Unmarried,White,0,1,0,40,0
1683,29,Private,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,0,0,0,40,0
1684,46,Local-gov,15,Divorced,Prof-specialty,Unmarried,White,0,0,0,40,0
1685,22,Private,13,Never-married,Prof-specialty,Own-child,White,0,0,0,40,0
1686,22,Private,9,Never-married,Other-service,Own-child,White,1,2,0,40,0
1687,20,Private,7,Never-married,Handlers-cleaners,Own-child,White,1,1,0,40,0
1688,19,Private,10,Never-married,Craft-repair,Own-child,White,1,0,0,23,0
1689,35,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,1,0,0,40,0
1690,39,Private,13,Divorced,Sales,Not-in-family,White,1,0,0,40,0
1691,26,Private,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
1692,32,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
1693,52,Private,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,0
1694,47,Private,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
1695,35,Private,10,Separated,Exec-managerial,Unmarried,White,0,2,0,40,0
1696,49,Federal-gov,13,Divorced,Adm-clerical,Not-in-family,White,1,0,0,40,1
1697,24,Private,13,Never-married,Tech-support,Not-in-family,White,1,0,0,40,0
1698,19,Private,10,Never-married,Other-service,Own-child,White,1,2,0,22,0
1699,22,Private,9,Never-married,Sales,Not-in-family,White,0,0,0,27,0
1700,48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,3,0,50,1
1701,47,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
1702,49,Self-emp-not-inc,10,Never-married,Exec-managerial,Not-in-family,White,1,0,0,50,0
1703,35,Private,10,Never-married,Sales,Unmarried,Black,1,0,2214,40,0
1704,50,Private,7,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,40,0
1705,40,Private,13,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
1706,51,Private,10,Divorced,Transport-moving,Not-in-family,White,1,1,0,40,0
1707,28,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,2,0,40,0
1708,69,Self-emp-not-inc,9,Never-married,Other-service,Not-in-family,White,0,1,0,9,0
1709,34,Private,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,0
1710,50,Private,5,Divorced,Craft-repair,Not-in-family,White,1,0,0,45,0
1711,49,Private,13,Divorced,Exec-managerial,Not-in-family,White,1,1,0,40,0
1712,28,,9,Never-married,,Not-in-family,White,0,1,0,40,0
1713,36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,2,0,40,0
1714,31,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,0
1715,70,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
1716,49,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,7522,0,40,1
1717,32,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,32,0
1718,52,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,4,0,40,1
1719,49,Private,9,Married-civ-spouse,Other-service,Wife,White,0,1,0,40,0
1720,33,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,1,1848,48,0
1721,53,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,1,14955,0,50,1
1722,29,Private,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
1723,34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3,0,40,0
1724,58,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,0
1725,32,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,0
1726,32,Private,9,Never-married,Adm-clerical,Unmarried,White,0,2,0,40,0
1727,57,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,16,0
1728,29,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,2,0,40,1
1729,30,Private,10,Never-married,Other-service,Not-in-family,White,0,0,0,40,0
1730,32,Self-emp-not-inc,9,Divorced,Farming-fishing,Not-in-family,White,1,1,1970,40,0
1731,31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1898,40,0
1732,28,Private,13,Never-married,Exec-managerial,Not-in-family,White,0,1,0,40,0
1733,30,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,52,0
1734,71,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Wife,White,0,1,0,10,0
1735,60,Self-emp-not-inc,3,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,0
1736,49,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,1,0,50,1
1737,50,Private,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
1738,26,Private,10,Never-married,Adm-clerical,Unmarried,White,0,0,0,40,0
1739,57,Private,9,Divorced,Other-service,Not-in-family,White,1,1,0,40,0
1740,28,Local-gov,10,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
1741,18,Private,7,Never-married,Handlers-cleaners,Own-child,White,1,1,0,16,0
1742,33,Private,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
1743,36,Private,10,Never-married,Exec-managerial,Not-in-family,White,0,0,0,50,0
1744,31,Private,10,Divorced,Sales,Not-in-family,White,1,2,0,40,0
1745,52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,2,0,40,1
1746,19,Private,10,Never-married,Sales,Own-child,White,0,0,0,20,0
1747,22,Private,9,Never-married,Other-service,Own-child,White,0,1,0,40,0
1748,35,Private,7,Married-civ-spouse,Transport-moving,Husband,White,1,1,0,40,0
1749,23,?,13,Never-married,?,Not-in-family,White,1,0,0,50,0
1750,19,Private,10,Never-married,Adm-clerical,Own-child,White,0,0,0,40,0
1751,21,,9,Never-married,,Not-in-family,White,1,0,0,23,0
1752,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
1753,36,Private,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,0
1754,60,Private,9,Widowed,Other-service,Not-in-family,White,0,0,0,21,0
1755,19,Private,9,Never-married,Machine-op-inspct,Own-child,White,0,0,0,40,0
1756,21,Private,10,Never-married,Other-service,Own-child,White,0,1,0,19,0
1757,36,Private,9,Never-married,Craft-repair,Not-in-family,White,1,0,1727,40,0
1758,51,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,2,0,40,1
1759,34,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
1760,41,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,3737,0,50,0
1761,53,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,17,1
1762,58,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
1763,32,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,0
1764,41,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,1,0,40,1
1765,43,Private,14,Never-married,Prof-specialty,Not-in-family,White,1,2,0,50,1
1766,17,,9,Never-married,,Own-child,White,1,1,0,26,0
1767,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,2,0,40,0
1768,25,Self-emp-not-inc,9,Never-married,Farming-fishing,Own-child,White,1,0,1666,50,0
1769,38,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,2,0,40,1
1770,48,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,1
1771,53,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,1,2,0,50,1
1772,34,Private,9,Divorced,Craft-repair,Own-child,White,1,0,0,40,0
1773,36,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,1,0,0,40,0
1774,30,Private,9,Divorced,Other-service,Not-in-family,White,1,1,0,40,0
1775,44,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,0,1,0,40,1
1776,34,Private,13,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,0
1777,26,Private,9,Never-married,Sales,Unmarried,White,0,0,0,40,0
1778,27,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,4049,0,20,0
1779,52,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
1780,48,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
1781,45,Private,13,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,1
1782,32,Private,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
1783,34,Self-emp-not-inc,9,Never-married,Farming-fishing,Own-child,White,1,0,0,50,0
1784,27,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,0
1785,24,?,9,Never-married,?,Not-in-family,White,1,1,0,40,0
1786,32,Private,9,Divorced,Other-service,Not-in-family,White,0,0,0,40,0
1787,30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,1,0,40,0
1788,20,Private,7,Never-married,Craft-repair,Own-child,White,1,0,0,26,0
1789,51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
1790,34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,1,0,40,1
1791,49,Private,12,Married-civ-spouse,Sales,Husband,White,1,0,0,50,1
1792,34,Private,10,Married-civ-spouse,Sales,Husband,White,1,2,0,40,0
1793,21,,7,Never-married,,Not-in-family,White,1,0,0,13,0
1794,31,Private,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,0
1795,35,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,1,0,0,50,1
1796,31,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,1,1,0,40,0
1797,20,Private,10,Never-married,Adm-clerical,Own-child,White,0,0,0,19,0
1798,30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
