,age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
10757,39,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
41631,56,State-gov,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,30,0
33849,28,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,0
13671,34,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,0
45140,25,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
37519,49,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,70,0
1515,44,Private,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,0
26611,45,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
24614,57,Self-emp-not-inc,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,1
27324,32,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
38634,44,Private,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,0
5353,34,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,0
5393,29,State-gov,11,Never-married,Tech-support,Not-in-family,White,Female,0,1590,64,0
40419,18,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,16,0
48715,41,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
33072,66,Private,6,Widowed,Other-service,Unmarried,White,Female,0,0,38,0
45980,53,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,0
20624,35,Private,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,0
6268,21,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,30,0
26189,17,Private,5,Never-married,Sales,Own-child,Black,Male,0,0,22,0
4552,51,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,0
12474,36,Private,11,Divorced,Sales,Unmarried,White,Female,0,0,40,0
23788,21,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
20849,76,Private,4,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,0
26325,19,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0
30489,36,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,35,0
28064,47,Local-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,1
42566,29,State-gov,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,0
15357,25,Private,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,35,0
764,51,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,1
33774,18,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,24,0
13336,47,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,86,0
15749,49,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
3721,38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,1
35050,37,Local-gov,13,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,0
46803,60,Private,10,Divorced,Tech-support,Not-in-family,White,Male,0,1408,50,0
43708,34,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,48,1
4834,81,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,0
22955,56,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,90,0
7986,51,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
48444,25,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
78,18,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,22,0
34753,37,Federal-gov,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,0
46776,25,Private,7,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,40,0
16832,49,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,1
3177,20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,0
35617,44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,45,0
40787,65,Federal-gov,10,Widowed,Adm-clerical,Not-in-family,White,Male,0,1944,20,0
8807,49,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,0
17423,20,Local-gov,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,0
3679,18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,20,0
27289,55,Private,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,1579,35,0
41767,32,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
33630,63,Private,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,1
9687,37,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,0
4018,72,?,16,Married-civ-spouse,?,Husband,White,Male,0,2392,6,1
25439,32,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,1
40256,43,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,0
5563,30,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,0
17670,27,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
44015,20,State-gov,9,Never-married,Tech-support,Own-child,White,Female,0,0,24,0
1344,26,Private,9,Never-married,Sales,Not-in-family,Other,Male,0,0,40,0
7896,73,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,1
17812,36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,1
23688,25,Private,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
41149,32,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,0
19442,44,Local-gov,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,0
28877,43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
30850,37,Local-gov,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,0
48679,34,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,0
38434,35,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,0
11503,29,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,97,0
37148,24,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0
44733,46,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
39627,64,,9,Widowed,,Not-in-family,White,Female,0,0,4,0
38341,60,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
31783,54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,1
28149,43,Private,5,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,0
19564,43,Local-gov,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,0
18817,58,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,30,1
2904,31,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,50,0
35797,27,Private,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,0
37890,23,,7,Separated,,Not-in-family,White,Female,0,0,35,0
21660,34,State-gov,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,0
1787,39,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,15024,0,40,1
14548,24,?,9,Separated,?,Not-in-family,White,Female,0,0,38,0
45030,71,Private,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,9386,0,50,1
46291,42,Private,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,1
399,52,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
46683,60,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,0
4944,46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,1
42038,58,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,1
35800,34,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,1
7156,36,Private,9,Never-married,Sales,Unmarried,White,Male,0,0,60,1
37961,43,,9,Married-civ-spouse,,Husband,White,Male,0,0,40,1
2527,34,Private,13,Never-married,Exec-managerial,Other-relative,White,Female,0,1741,45,0
3398,34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
22998,41,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,0
19139,36,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,0
40382,36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,1
24610,32,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,1
39086,28,,7,Never-married,,Not-in-family,White,Male,0,1762,40,0
39711,51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1740,40,0
31585,21,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,0
3490,69,Private,5,Married-civ-spouse,Other-service,Husband,White,Male,1424,0,35,0
42739,38,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,0
2015,31,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,0
12557,34,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,0
33014,45,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,44,0
31012,59,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
20521,35,Private,9,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,0
14950,51,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
21389,19,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,25,0
39599,57,Local-gov,10,Widowed,Exec-managerial,Not-in-family,White,Male,6849,0,40,0
33300,37,Local-gov,12,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,50,0
43113,47,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,0
30978,41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
9046,23,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,0
6544,61,Private,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,0
9780,49,Federal-gov,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,1
15939,23,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
24324,41,Local-gov,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,20,0
42578,50,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
11170,44,Private,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1
8936,30,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1
29376,35,Private,13,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,0
20531,34,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,0
21209,53,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1
9106,71,?,4,Widowed,?,Other-relative,White,Female,0,0,16,0
16888,40,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,Male,3103,0,50,0
9767,39,Private,13,Never-married,Sales,Own-child,White,Male,0,1092,40,0
32384,62,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,0
37041,35,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45,1
48594,27,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1741,40,0
18151,41,State-gov,9,Never-married,Transport-moving,Not-in-family,White,Female,14344,0,40,1
2220,22,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,0
34200,29,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
39527,32,Private,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,0
26446,21,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,0
23418,52,Private,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,0
15883,21,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,40,0
2265,43,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
21752,41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,1
28878,20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,0
11333,48,Local-gov,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,0
22053,24,Private,13,Never-married,Sales,Own-child,White,Female,0,0,35,0
15982,44,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,0
6218,30,Self-emp-not-inc,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,0
5007,63,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,10605,0,40,1
14715,33,Private,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,1
13040,28,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
12531,43,Private,13,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,1
14963,38,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,0
30660,21,?,10,Never-married,?,Own-child,White,Female,0,0,40,0
36171,30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
18232,67,?,4,Married-civ-spouse,?,Husband,White,Male,0,0,4,0
14037,24,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,10,0
25011,30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
37763,21,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,0
31458,24,Private,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,50,0
36010,21,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,0
25992,56,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,1
2210,39,?,10,Divorced,?,Not-in-family,White,Female,0,0,35,0
34356,41,Federal-gov,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,40,1
32248,24,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
23822,20,?,10,Never-married,?,Own-child,Other,Female,594,0,35,0
24783,28,Private,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,0
33395,47,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,0
19591,41,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,0
43523,35,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,0
38601,37,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,0
8439,37,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,0
39351,63,,13,Married-civ-spouse,,Husband,White,Male,0,0,40,0
35540,34,Private,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
38272,35,Self-emp-not-inc,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,1
15989,24,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,40,0
35970,35,Local-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
12758,47,Private,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,38,1
1330,25,Private,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,0
27673,22,Private,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
5389,42,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,12,0
27979,54,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,35,1
35060,29,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
20741,37,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,0
28092,17,Private,6,Never-married,Sales,Own-child,White,Female,0,0,10,0
14712,46,Private,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,0
18558,31,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
40333,21,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
7677,44,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,24,0
3084,23,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,0
28579,43,Private,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,0
5151,51,Self-emp-not-inc,10,Divorced,Sales,Unmarried,White,Female,0,0,50,0
37004,47,Self-emp-not-inc,9,Never-married,Other-service,Not-in-family,White,Female,0,1876,48,0
41906,28,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
11588,45,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,32,0
10587,33,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,0
1878,23,?,13,Never-married,?,Own-child,White,Male,0,0,35,0
34474,20,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0
6800,52,Federal-gov,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,0
35370,48,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,1
6032,34,Private,12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,8614,0,60,1
33440,45,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
9650,69,?,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,0
8417,36,Private,9,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,30,0
10604,44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
17207,50,Private,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,1
2328,56,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,0
9096,26,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
16177,36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
37097,41,Self-emp-not-inc,8,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,0
40505,66,Self-emp-inc,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,0
29263,41,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,91,0
12693,51,State-gov,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,1
14118,57,?,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,60,1
60,30,Private,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,0
44160,64,Local-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,1
45922,45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,0
36282,62,Private,8,Widowed,Adm-clerical,Unmarried,White,Female,0,0,37,0
30387,33,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,0
11525,43,Private,14,Divorced,Exec-managerial,Unmarried,White,Female,0,2547,40,1
16188,58,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
37103,43,Private,13,Divorced,Sales,Unmarried,White,Female,0,0,50,0
10074,35,Private,8,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,0
40071,33,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,38,1
35196,32,Private,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1
37311,24,Private,7,Never-married,Sales,Own-child,Black,Female,0,0,20,0
1684,20,Self-emp-not-inc,9,Never-married,Transport-moving,Own-child,White,Male,0,0,80,0
24733,23,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
43174,21,Private,8,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,0
38107,40,Private,10,Separated,Tech-support,Own-child,White,Female,0,0,32,0
8118,42,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,0
291,31,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,0
20738,20,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,0
12576,62,Private,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,0
37839,19,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,46,0
23313,56,Private,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,1
30303,55,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,1
26653,34,Private,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,0
19491,23,Private,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,0
13388,26,Local-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
9122,34,Private,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,0
20955,40,Private,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,36,0
4797,46,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
3878,51,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
36951,32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,0
32972,33,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1
13977,52,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,0
4287,43,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,0
33924,54,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,1
6744,34,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,0
30947,69,?,9,Married-civ-spouse,?,Husband,White,Male,0,0,13,0
34562,41,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
22428,46,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,1
44905,18,Private,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,0
30549,31,Local-gov,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,47,1
37413,39,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,0
11278,58,Private,6,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,50,0
37871,43,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,0
28942,37,Private,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,30,0
42211,36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
39558,35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
21821,37,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,50,0
48384,31,,7,Never-married,,Unmarried,White,Female,0,0,20,0
16284,51,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
19655,32,Private,13,Never-married,Exec-managerial,Other-relative,White,Male,0,2444,50,1
9961,28,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,36,0
695,25,?,12,Never-married,?,Other-relative,White,Male,0,0,45,0
38894,34,Self-emp-not-inc,9,Divorced,Exec-managerial,Unmarried,White,Female,0,2472,35,1
15477,61,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
31464,32,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
28671,48,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
5490,62,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,1
18003,30,Federal-gov,15,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,0
7146,20,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,25,0
29581,21,Private,10,Never-married,Sales,Other-relative,White,Female,0,0,40,0
8736,46,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
9998,37,Private,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,53,0
44631,34,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
47442,43,Private,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,0
23636,70,?,10,Married-civ-spouse,?,Husband,White,Male,0,0,4,1
36947,25,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,0
22092,19,State-gov,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
28720,28,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1
21224,58,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
38082,31,Local-gov,13,Never-married,Protective-serv,Not-in-family,White,Male,4650,0,40,0
11134,32,Private,1,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,4508,0,40,0
3147,26,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
6354,30,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,24,0
32293,29,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,0
4760,54,Private,13,Divorced,Sales,Not-in-family,Black,Female,0,0,60,0
8381,85,Private,9,Widowed,Sales,Unmarried,White,Male,0,0,35,0
38226,26,Private,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,0
22685,76,Local-gov,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,0
29833,28,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,52,0
13829,34,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,0
17510,36,Private,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,1
39430,69,,15,Married-civ-spouse,,Husband,White,Male,0,0,35,1
3117,25,Private,12,Never-married,Farming-fishing,Not-in-family,White,Male,2354,0,45,0
20124,37,Self-emp-not-inc,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,15,0
7035,51,Private,13,Never-married,Sales,Not-in-family,White,Female,0,1564,43,1
11229,32,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,50,0
27867,62,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,0
7635,31,Private,6,Divorced,Other-service,Not-in-family,White,Male,0,0,40,0
22826,21,Private,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,0
799,43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,1
47539,67,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
41074,67,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4931,0,30,0
14524,19,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,35,0
27815,39,Private,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,0
10748,35,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
21809,41,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,0
8060,47,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,0
7266,45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
21144,46,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,37,0
7865,59,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,0
