age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
32,Private,10,Never-married,Other-service,Not-in-family,Black,1,0,0,35,0
30,Private,11,Married-spouse-absent,Adm-clerical,Not-in-family,White,0,0,0,40,0
45,Private,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
24,Private,13,Never-married,Sales,Not-in-family,White,1,0,0,40,0
23,Private,9,Never-married,Transport-moving,Own-child,White,1,0,0,40,0
56,Local-gov,12,Married-civ-spouse,Tech-support,Husband,White,1,0,0,45,1
39,Local-gov,8,Married-civ-spouse,Transport-moving,Husband,White,1,0,1848,40,1
33,Private,4,Divorced,Handlers-cleaners,Own-child,White,1,0,0,40,0
25,Private,11,Never-married,Exec-managerial,Not-in-family,Black,0,0,0,40,0
65,Private,9,Widowed,Priv-house-serv,Unmarried,Black,0,0,0,20,0
22,State-gov,10,Never-married,Protective-serv,Own-child,Black,0,0,0,40,0
31,Private,9,Never-married,Farming-fishing,Unmarried,White,1,0,0,45,0
35,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,0,3942,0,35,0
29,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
34,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,0,0,0,40,1
42,State-gov,13,Divorced,Adm-clerical,Not-in-family,White,1,0,0,40,0
27,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,90,1
42,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,1
45,Private,4,Never-married,Adm-clerical,Own-child,White,0,0,0,20,0
40,Private,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,31,0
29,Private,10,Married-civ-spouse,Adm-clerical,Own-child,White,0,0,0,6,0
36,Private,10,Divorced,Sales,Unmarried,White,0,0,0,40,0
37,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,1,15024,0,60,1
52,Local-gov,10,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,0
19,Private,10,Never-married,Adm-clerical,Own-child,White,1,0,0,20,0
32,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,0,0,0,40,0
42,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,0
23,Private,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,0
55,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
58,Private,10,Widowed,Craft-repair,Not-in-family,White,1,0,0,40,0
54,State-gov,8,Never-married,Other-service,Own-child,White,1,4101,0,40,0
33,Private,12,Never-married,Sales,Not-in-family,Other,1,0,0,36,0
19,Private,9,Never-married,Farming-fishing,Own-child,White,0,0,0,40,0
34,Private,13,Never-married,Adm-clerical,Not-in-family,White,0,0,0,20,0
52,State-gov,13,Widowed,Exec-managerial,Unmarried,White,0,0,0,55,0
33,Private,9,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,0
29,Private,13,Never-married,Exec-managerial,Own-child,White,1,0,0,40,0
35,Private,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
58,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,1
42,Private,13,Married-civ-spouse,Sales,Husband,White,1,0,0,60,1
56,Private,9,Married-civ-spouse,Sales,Wife,White,0,0,0,35,0
41,?,3,Married-civ-spouse,?,Husband,Other,1,0,0,40,0
58,Private,4,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,0
30,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,0
42,Private,11,Married-civ-spouse,Other-service,Husband,White,1,0,0,30,0
39,Private,9,Married-civ-spouse,Other-service,Husband,White,1,5013,0,40,0
30,Self-emp-inc,9,Divorced,Exec-managerial,Not-in-family,White,1,4650,0,40,0
46,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,1
23,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,0
45,Self-emp-inc,13,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,0,0,0,35,0
31,Private,7,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,0
36,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,48,0
37,State-gov,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
21,Private,11,Never-married,Craft-repair,Own-child,White,1,0,0,40,0
19,Private,10,Never-married,Prof-specialty,Own-child,White,1,0,0,32,0
55,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,0
39,Private,6,Separated,Other-service,Unmarried,White,0,0,0,40,0
45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,0
31,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
26,State-gov,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,0
47,Private,11,Never-married,Other-service,Not-in-family,White,0,0,0,55,0
38,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,1,0,0,15,0
46,Private,9,Divorced,Craft-repair,Not-in-family,White,1,0,1741,40,0
62,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
17,Private,7,Never-married,Other-service,Not-in-family,White,1,0,0,20,0
43,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,48,1
26,Private,13,Never-married,Sales,Not-in-family,White,1,0,0,42,0
40,?,10,Married-civ-spouse,?,Wife,White,0,0,0,20,0
45,,10,Divorced,,Not-in-family,White,0,0,0,35,0
42,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,50,0
43,Private,10,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
61,Federal-gov,10,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,40,0
36,Private,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,55,0
32,Federal-gov,12,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,50,0
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,0
65,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,16,1
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
20,Private,9,Never-married,Sales,Own-child,White,0,0,0,20,0
24,Private,4,Never-married,Sales,Own-child,White,1,0,0,40,0
23,Private,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,38,0
38,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,43,1
47,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,1
44,Federal-gov,9,Never-married,Craft-repair,Own-child,Black,0,0,0,40,0
22,Private,10,Never-married,Adm-clerical,Own-child,White,1,0,0,40,0
39,Private,12,Divorced,Adm-clerical,Unmarried,Black,0,0,0,40,0
48,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,37,0
43,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,0
40,Private,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,43,0
52,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,8,0
23,Private,6,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
25,Private,9,Divorced,Other-service,Not-in-family,White,0,0,0,40,0
33,Private,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,1,0,0,40,0
57,Private,15,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,1,0,1902,40,1
30,Private,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,50,0
56,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,35,0
19,Private,10,Never-married,Prof-specialty,Own-child,White,0,14084,0,20,1
32,Private,10,Never-married,Craft-repair,Not-in-family,White,1,4650,0,45,0
43,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0,0,40,1
38,Local-gov,3,Married-civ-spouse,Handlers-cleaners,Other-relative,White,1,0,0,40,0
36,State-gov,10,Divorced,Other-service,Unmarried,Black,0,0,0,20,0
27,Private,14,Never-married,Sales,Own-child,White,0,0,0,40,0
72,?,12,Widowed,?,Not-in-family,White,0,0,0,40,0
25,Private,13,Married-civ-spouse,Exec-managerial,Own-child,White,0,0,0,40,0
34,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,0,4064,0,35,0
26,Private,14,Married-civ-spouse,Sales,Wife,White,0,0,0,40,0
58,Private,12,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
59,Private,10,Divorced,Exec-managerial,Not-in-family,White,0,0,0,52,0
46,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,1,3103,0,35,1
45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,2051,40,0
39,Private,9,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,0
30,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
39,Private,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
43,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,1,0,0,45,1
45,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,60,1
29,Private,10,Divorced,Tech-support,Not-in-family,White,1,0,0,55,0
59,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,0
22,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,35,0
27,Federal-gov,9,Separated,Exec-managerial,Unmarried,Black,0,0,0,40,0
50,Private,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,0
29,Self-emp-not-inc,12,Widowed,Sales,Unmarried,White,0,0,0,40,1
46,Private,13,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,0
42,Private,10,Never-married,Sales,Not-in-family,White,1,0,0,80,1
27,Private,9,Never-married,Adm-clerical,Not-in-family,White,1,4416,0,40,0
21,Private,10,Never-married,Other-service,Own-child,White,0,0,1721,24,0
39,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,60,0
39,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,1
35,Private,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,1,0,0,40,0
48,Federal-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,1
29,Private,9,Divorced,Sales,Not-in-family,White,1,0,0,40,0
38,Private,9,Never-married,Sales,Unmarried,White,1,0,0,42,0
29,Private,9,Married-civ-spouse,Other-service,Husband,Black,1,0,0,50,0
18,Local-gov,7,Never-married,Adm-clerical,Own-child,White,1,0,0,12,0
33,Private,9,Divorced,Other-service,Unmarried,Black,1,0,0,40,0
35,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,35,1
34,Private,10,Divorced,Transport-moving,Not-in-family,White,1,0,0,66,0
37,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
63,Private,9,Widowed,Adm-clerical,Unmarried,White,0,0,0,40,0
49,Local-gov,9,Widowed,Other-service,Not-in-family,White,0,0,0,47,0
57,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,1
58,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,0
48,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,45,0
52,Federal-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,1
35,Private,10,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,56,0
49,Local-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,2179,40,0
33,Self-emp-not-inc,13,Married-civ-spouse,Sales,Wife,White,0,0,0,40,1
36,Private,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,50,0
35,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,1,0,0,40,1
42,Private,11,Separated,Prof-specialty,Unmarried,White,0,0,0,40,0
43,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,0,1887,40,1
36,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1672,50,0
25,Private,9,Married-spouse-absent,Farming-fishing,Not-in-family,Other,1,0,0,40,0
47,Self-emp-inc,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,48,0
22,Private,6,Never-married,Other-service,Not-in-family,White,1,0,0,40,0
58,Private,10,Never-married,Transport-moving,Not-in-family,White,1,0,0,20,0
23,Private,13,Never-married,Adm-clerical,Own-child,White,0,0,0,25,0
34,Private,10,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,0
29,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,70,0
41,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1902,40,1
19,,10,Never-married,,Own-child,White,1,594,0,30,0
54,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,1
22,Private,10,Never-married,Adm-clerical,Own-child,White,0,0,0,35,0
59,Local-gov,6,Married-civ-spouse,Other-service,Wife,White,0,0,0,30,1
65,Self-emp-inc,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,0
19,Private,9,Never-married,Sales,Own-child,White,0,0,0,24,0
33,Private,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,0
23,Private,10,Never-married,Other-service,Not-in-family,White,0,0,0,28,0
53,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,1
19,Private,7,Never-married,Handlers-cleaners,Other-relative,White,1,0,0,30,0
26,Private,13,Never-married,Exec-managerial,Not-in-family,White,0,0,1669,50,0
23,Private,9,Never-married,Handlers-cleaners,Own-child,Black,0,0,0,16,0
29,Private,13,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
55,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,6418,0,50,1
24,Private,10,Married-civ-spouse,Prof-specialty,Husband,Black,1,0,0,40,0
37,Private,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,1,27828,0,48,1
36,Private,9,Married-civ-spouse,Other-service,Husband,Black,1,0,0,40,0
30,,11,Never-married,,Not-in-family,White,1,0,0,30,0
32,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,0,0,0,40,0
19,Private,7,Never-married,Transport-moving,Own-child,White,1,0,0,20,0
46,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,65,1
19,Private,10,Never-married,Protective-serv,Own-child,White,1,0,0,30,0
40,Private,9,Married-civ-spouse,Craft-repair,Wife,White,0,0,0,45,0
22,Private,9,Never-married,Other-service,Not-in-family,White,0,0,0,40,0
50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,30,0
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,3137,0,40,0
36,,9,Never-married,,Not-in-family,Black,0,0,0,40,0
34,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,55,0
55,Private,6,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,0
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,1
52,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,35,0
35,Local-gov,9,Never-married,Protective-serv,Own-child,White,1,0,0,40,0
20,Private,10,Never-married,Handlers-cleaners,Other-relative,White,1,0,0,15,0
49,Private,9,Divorced,Sales,Not-in-family,White,0,0,0,40,0
37,Private,10,Never-married,Protective-serv,Own-child,Black,1,0,0,30,0
26,Private,14,Never-married,Other-service,Own-child,White,0,0,0,40,0
35,Private,10,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,0
37,?,11,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,0,0,0,40,0
27,Private,10,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,0
23,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,50,0
25,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,65,0
63,Private,9,Widowed,Farming-fishing,Not-in-family,White,1,0,0,6,0
34,Private,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,1
38,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Other,1,0,0,40,0
46,Local-gov,5,Separated,Other-service,Unmarried,Black,0,0,0,40,0
41,Local-gov,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
28,Self-emp-not-inc,3,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,25,0
19,Private,8,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,0
44,Private,10,Divorced,Transport-moving,Unmarried,White,1,0,0,35,0
35,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,40,0
25,,9,Married-civ-spouse,,Wife,White,0,0,0,25,0
44,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,50,0
27,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,7298,0,40,1
44,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,55,1
19,Private,9,Never-married,Craft-repair,Own-child,White,1,0,0,60,0
45,Private,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,1,0,0,40,0
45,Private,9,Divorced,Sales,Not-in-family,White,0,0,0,55,0
22,Private,9,Never-married,Sales,Own-child,White,0,2597,0,40,0
43,Private,9,Divorced,Farming-fishing,Not-in-family,Black,1,0,0,40,0
24,Self-emp-not-inc,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,1,0,0,40,0
36,Local-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1887,50,1
46,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,1,0,0,50,1
61,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,1,0,0,40,1
27,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,40,0
45,Local-gov,9,Never-married,Adm-clerical,Not-in-family,Black,0,0,0,40,0
45,Private,16,Married-civ-spouse,Prof-specialty,Wife,White,0,0,1977,30,1
45,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,0
45,Private,11,Never-married,Sales,Not-in-family,White,0,0,0,38,0
42,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
61,Private,9,Widowed,Other-service,Unmarried,White,0,0,0,40,0
41,Local-gov,4,Never-married,Other-service,Unmarried,Black,0,0,0,40,0
19,Private,8,Never-married,Machine-op-inspct,Other-relative,White,1,0,0,40,0
49,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,1
23,Private,13,Never-married,Adm-clerical,Own-child,White,0,0,0,50,0
36,Private,11,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,0
24,Private,13,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,0,0,0,40,0
32,Private,10,Never-married,Exec-managerial,Other-relative,White,0,0,0,50,0
48,Private,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,60,0
55,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,60,0
42,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,1,0,0,48,0
18,Private,8,Never-married,Other-service,Own-child,Black,0,0,0,32,0
42,Local-gov,11,Widowed,Prof-specialty,Unmarried,Black,0,0,0,40,0
19,Local-gov,9,Never-married,Adm-clerical,Own-child,White,1,0,0,35,0
22,Private,9,Never-married,Handlers-cleaners,Own-child,Black,1,0,0,40,0
38,Private,14,Married-civ-spouse,Prof-specialty,Husband,Black,1,0,0,40,1
50,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
32,Private,15,Married-civ-spouse,Sales,Husband,White,1,15024,0,60,1
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
51,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,50,0
41,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
25,Private,2,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,0,0,0,40,0
64,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,70,0
67,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,2,0
33,Private,11,Never-married,Other-service,Unmarried,Black,0,0,0,40,0
52,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,1
32,Private,13,Never-married,Tech-support,Not-in-family,White,1,0,0,40,0
46,Private,10,Married-civ-spouse,Tech-support,Husband,White,1,5178,0,40,1
53,Private,9,Divorced,Sales,Not-in-family,White,0,2597,0,40,0
34,Private,9,Never-married,Craft-repair,Not-in-family,Black,1,0,0,40,0
23,Private,10,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,0
36,Local-gov,9,Married-civ-spouse,Prof-specialty,Husband,White,1,15024,0,40,1
22,Private,10,Never-married,Sales,Own-child,White,0,0,0,40,0
27,?,7,Divorced,?,Unmarried,White,0,0,0,35,0
65,Private,9,Divorced,Other-service,Other-relative,White,0,0,0,14,0
54,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,40,0
26,Private,10,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,0
43,Private,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,0
31,Private,9,Never-married,Farming-fishing,Not-in-family,Black,0,0,0,60,0
44,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,1,0,0,60,0
33,Private,8,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,0
26,Private,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,0
18,?,9,Never-married,?,Own-child,Black,0,0,0,20,0
48,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,60,0
19,?,10,Never-married,?,Own-child,White,1,0,0,40,0
38,Private,13,Married-civ-spouse,Sales,Husband,White,1,0,0,42,1
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,0
20,Private,10,Never-married,Other-service,Own-child,White,0,0,0,20,0
33,Private,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,0
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,0,0,40,0
61,Private,6,Divorced,Sales,Unmarried,White,0,0,0,40,0
34,Private,9,Never-married,Prof-specialty,Not-in-family,White,0,0,1669,45,0
19,Private,9,Never-married,Machine-op-inspct,Own-child,White,0,0,0,40,0
67,Private,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,99,0
22,Private,13,Never-married,Adm-clerical,Own-child,White,0,0,0,40,0
54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,35,0
35,Private,10,Divorced,Machine-op-inspct,Unmarried,White,1,0,0,40,0
60,Private,13,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,1
47,Private,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,35,0
33,Private,7,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,0
17,Private,7,Never-married,Other-service,Own-child,White,0,0,0,16,0
54,Private,9,Widowed,Other-service,Unmarried,White,0,0,0,40,0
55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
21,Local-gov,8,Never-married,Handlers-cleaners,Unmarried,Black,0,0,0,20,0
42,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
19,Private,9,Never-married,Tech-support,Own-child,White,1,0,0,40,0
20,Private,12,Never-married,Sales,Own-child,White,0,0,0,20,0
49,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,1,5013,0,50,0
51,Self-emp-inc,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,65,0
49,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,1
46,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,1
22,Private,13,Never-married,Handlers-cleaners,Own-child,White,0,0,0,15,0
21,Private,7,Never-married,Farming-fishing,Unmarried,White,1,0,0,40,0
46,Private,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,0
21,Private,9,Never-married,Other-service,Own-child,Black,1,0,0,10,0
23,Private,13,Never-married,Adm-clerical,Own-child,White,0,0,0,20,0
36,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,1,2829,0,40,0
41,Private,10,Divorced,Tech-support,Not-in-family,White,0,0,0,40,0
23,Private,4,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,20,0
41,Private,14,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,0
36,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,15024,0,40,1
58,Private,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,0
29,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,0
45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,1,15024,0,40,1
20,Private,10,Never-married,Machine-op-inspct,Own-child,White,1,0,0,30,0
47,Private,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,36,0
27,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,1887,60,1
35,Self-emp-not-inc,10,Separated,Farming-fishing,Not-in-family,White,1,4101,0,60,0
75,Private,10,Divorced,Sales,Not-in-family,White,0,0,0,36,1
51,Self-emp-not-inc,16,Divorced,Sales,Not-in-family,White,1,0,0,50,1
19,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,45,0
64,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,1,0,0,45,0
73,,9,Married-civ-spouse,,Husband,White,1,0,0,8,0
22,State-gov,10,Never-married,Prof-specialty,Not-in-family,White,0,0,0,16,0
28,Private,13,Never-married,Sales,Not-in-family,White,1,8614,0,40,1
51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,54,0
35,Private,10,Married-civ-spouse,Sales,Husband,White,1,0,0,50,0
34,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,1,15024,0,70,1
27,Private,12,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,0
47,Private,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,1
23,Private,13,Never-married,Exec-managerial,Unmarried,White,1,0,0,40,0
40,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,0,0,0,35,0
24,Private,9,Separated,Machine-op-inspct,Not-in-family,White,1,0,0,40,0
24,Private,9,Never-married,Other-service,Own-child,White,0,594,0,15,0
62,,10,Divorced,,Not-in-family,White,0,0,0,40,0
55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,65,0
40,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,72,0
63,Self-emp-inc,14,Divorced,Prof-specialty,Not-in-family,White,1,0,0,70,1
51,State-gov,4,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,0
43,Private,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,1,0,0,40,1
61,Private,7,Widowed,Adm-clerical,Not-in-family,White,0,0,0,45,0
72,Private,13,Married-civ-spouse,Sales,Husband,White,1,1455,0,6,0
43,Private,13,Divorced,Prof-specialty,Unmarried,White,0,0,0,24,0
59,,9,Divorced,,Not-in-family,White,0,0,0,45,0
22,Private,10,Never-married,Adm-clerical,Not-in-family,White,1,0,0,20,0
25,Private,9,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,0
33,Private,9,Separated,Adm-clerical,Not-in-family,Other,1,0,0,37,0
30,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,60,0
31,Private,8,Separated,Adm-clerical,Own-child,White,1,0,0,40,0
43,Private,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,30,0
