,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
2455,23,Local-gov,97813,7,Never-married,Handlers-cleaners,Own-child,Black,1,0,0,35,United-States,0
2456,49,Never-worked,94918,5,Widowed,,Not-in-family,White,1,34,0,55,United-States,0
2457,27,Private,100381,9,Married-civ-spouse,Sales,Husband,White,1,0,0,53,South,0
2458,23,Private,98414,9,Never-married,Other-service,Not-in-family,White,1,4,0,40,United-States,0
2459,41,Private,113261,6,Married-spouse-absent,Adm-clerical,Not-in-family,White,0,0,0,20,Italy,0
2460,35,Private,200486,13,Married-civ-spouse,Handlers-cleaners,Husband,Other,1,0,0,40,Mexico,0
2461,42,Private,195142,13,Never-married,Prof-specialty,Not-in-family,White,0,0,1,20,United-States,0
2462,41,Private,151647,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,1,40,United-States,0
2463,33,Private,328339,6,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,52,United-States,0
2464,35,Private,160202,14,Divorced,Adm-clerical,Own-child,Black,0,3,0,30,United-States,0
2465,24,?,131445,9,Divorced,?,Own-child,Black,1,0,0,19,United-States,0
2466,35,Private,99388,13,Married-civ-spouse,Handlers-cleaners,Husband,Other,1,0,0,40,India,0
2467,26,Private,98614,13,Never-married,Adm-clerical,Other-relative,White,0,16,0,40,United-States,0
2468,21,Local-gov,134395,7,Never-married,Handlers-cleaners,Own-child,White,1,0,0,22,United-States,0
2469,23,Private,170817,9,Never-married,Other-service,Own-child,White,1,34,1,42,United-States,0
2470,31,Without-pay,128053,9,Never-married,,Own-child,White,0,3045,0,40,United-States,0
2471,61,Local-gov,223779,14,Married-civ-spouse,Prof-specialty,Not-in-family,Black,1,13,0,40,United-States,0
2472,32,Private,188089,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,1,0,0,55,Mexico,0
2473,27,Private,115461,6,Married-civ-spouse,Exec-managerial,Husband,White,1,3,0,45,United-States,0
2474,74,,550571,11,Divorced,Handlers-cleaners,Unmarried,White,0,13,0,40,United-States,0
2475,27,Private,182807,9,Married-civ-spouse,,Wife,White,0,0,0,64,United-States,0
2476,48,Private,178096,13,Divorced,Exec-managerial,Own-child,White,1,27,0,40,United-States,0
2477,61,?,241092,9,Widowed,?,Unmarried,White,0,0,0,14,United-States,0
2478,37,Private,77944,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,0,2,0,23,,0
2479,39,Private,173118,13,Married-civ-spouse,Sales,Husband,White,1,15,1755,50,United-States,0
2480,45,Private,154168,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,1,13,0,58,Laos,0
2481,36,Private,111014,13,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,1,4037,0,21,,0
2482,25,Private,33402,14,Divorced,Exec-managerial,Husband,White,0,29,0,50,United-States,0
2483,21,Self-emp-not-inc,107416,7,Never-married,Handlers-cleaners,Own-child,White,1,11,0,40,United-States,0
2484,45,Private,41771,13,Divorced,Tech-support,Not-in-family,White,1,18,0,40,United-States,0
2485,44,Private,83693,14,Married-civ-spouse,Handlers-cleaners,Husband,White,1,11,0,55,United-States,0
2486,22,Private,99738,13,Never-married,Farming-fishing,Own-child,White,1,18,0,40,United-States,0
2487,40,Private,325070,9,Divorced,Protective-serv,Unmarried,White,0,14,0,40,United-States,0
2488,42,Local-gov,126008,15,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,0,33,0,50,United-States,0
2489,40,Local-gov,191122,10,Married-civ-spouse,?,Wife,White,0,17,0,40,United-States,0
2490,53,Private,178330,9,Married-civ-spouse,Transport-moving,Husband,White,1,4,0,40,United-States,0
2491,67,,373088,9,Married-civ-spouse,,Husband,White,1,0,1785,30,United-States,0
2492,20,Private,71503,7,Never-married,Other-service,Own-child,Black,1,21,0,40,Mexico,0
2493,65,Private,104937,7,Married-civ-spouse,Exec-managerial,Husband,White,1,4,0,40,United-States,0
2494,21,Private,63696,7,Never-married,Handlers-cleaners,Own-child,Black,1,15,0,40,United-States,0
2495,67,?,179714,7,Widowed,?,Other-relative,White,1,4,0,9,United-States,0
2496,47,Private,174816,13,Never-married,Machine-op-inspct,Not-in-family,White,1,2,0,40,United-States,0
2497,46,?,736451,9,Separated,?,Other-relative,Black,0,3565,0,20,United-States,0
2498,20,Local-gov,367966,7,Never-married,Handlers-cleaners,Own-child,Black,0,0,0,19,United-States,0
2499,42,State-gov,85574,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,7450,0,40,Vietnam,0
2500,55,,210022,5,Divorced,Exec-managerial,Not-in-family,White,0,0,0,35,United-States,0
2501,41,Private,83360,9,Separated,Handlers-cleaners,Own-child,White,1,39,1,17,United-States,0
2502,38,Private,137508,6,Married-civ-spouse,Prof-specialty,Husband,White,1,18,0,40,United-States,0
2503,30,Private,145412,7,Never-married,Farming-fishing,Own-child,White,1,21,0,30,United-States,0
2504,31,Private,104314,10,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,0,0,1777,40,United-States,0
2505,35,Private,161833,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,1931,40,United-States,0
2506,32,Private,74751,13,Married-civ-spouse,Exec-managerial,Husband,White,1,17,0,40,United-States,0
2507,31,Private,98050,7,Separated,Handlers-cleaners,Own-child,Black,1,1,0,11,United-States,0
2508,36,Private,155865,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States,0
2509,52,Private,200945,10,Married-civ-spouse,Sales,Husband,White,1,0,0,59,United-States,0
2510,48,Self-emp-inc,105211,15,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,26,United-States,0
2511,65,State-gov,190819,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,China,0
2512,27,Private,211807,7,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,1,0,1,40,Japan,0
2513,23,Local-gov,166370,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,Mexico,0
2514,51,?,219729,9,Married-civ-spouse,?,Own-child,White,1,4,0,22,United-States,0
2515,34,Local-gov,177082,7,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,1,0,1788,40,Haiti,0
2516,22,Private,27678,9,Married-civ-spouse,Farming-fishing,Husband,White,1,17,0,50,United-States,0
2517,24,Private,216534,10,Separated,Other-service,Other-relative,White,1,5,0,22,Mexico,0
2518,44,Private,128708,11,Divorced,Exec-managerial,Not-in-family,White,0,0,0,60,United-States,0
2519,18,State-gov,79674,9,Never-married,Adm-clerical,Own-child,White,0,14,0,60,United-States,0
2520,47,Private,467703,10,Married-civ-spouse,Transport-moving,Husband,White,1,3,0,40,United-States,0
2521,37,Federal-gov,176214,14,Divorced,Adm-clerical,Husband,Black,0,20,1,40,United-States,0
2522,20,Private,112218,10,Never-married,Farming-fishing,Own-child,White,1,14,0,40,United-States,0
2523,21,Private,238514,7,Never-married,Sales,Own-child,White,0,6,0,50,United-States,0
2524,34,,227613,9,Widowed,,Not-in-family,White,1,0,0,8,United-States,0
2525,41,Private,202732,7,Divorced,Other-service,Unmarried,Black,1,0,0,57,United-States,0
2526,25,Private,523380,11,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
2527,39,Federal-gov,132792,6,Married-civ-spouse,Prof-specialty,Wife,White,0,11,0,40,United-States,0
2528,51,Private,361416,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,1,23,United-States,0
2529,45,Private,69894,9,Divorced,Sales,Not-in-family,White,0,19,0,19,United-States,0
2530,38,Private,90032,6,Never-married,Sales,Not-in-family,White,0,15,0,50,United-States,0
2531,20,Local-gov,163118,7,Never-married,Handlers-cleaners,Own-child,Black,1,11,0,23,Canada,0
2532,47,Private,186511,9,Divorced,Handlers-cleaners,Not-in-family,White,1,1,0,40,United-States,0
2533,58,Private,207190,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,45,United-States,0
2534,40,Private,98560,13,Married-civ-spouse,Other-service,Husband,White,0,2,0,40,Guatemala,0
2535,47,Private,210003,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,15,0,40,United-States,0
2536,25,Local-gov,107224,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,0,19,0,57,Ecuador,0
2537,35,Private,87308,14,Divorced,Sales,Not-in-family,White,0,15,0,60,United-States,0
2538,28,Private,139820,9,Never-married,Other-service,Not-in-family,White,1,4,1,40,United-States,0
2539,30,Private,256210,13,Separated,Tech-support,Husband,White,1,6,0,58,United-States,0
2540,35,Local-gov,193170,14,Never-married,Exec-managerial,Not-in-family,White,0,28,0,60,United-States,0
2541,30,Private,445805,9,Separated,Handlers-cleaners,Husband,White,1,6,0,40,United-States,0
2542,33,Local-gov,188116,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,14,0,40,Hungary,0
2543,23,State-gov,89912,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,0,12,0,40,Laos,0
2544,36,Private,86396,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,0,2,0,40,United-States,0
2545,44,Local-gov,176758,7,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,0,6,0,11,Germany,0
2546,18,Private,182808,7,Never-married,Handlers-cleaners,Own-child,White,0,7,0,40,United-States,0
2547,45,Private,172640,9,Never-married,Transport-moving,Not-in-family,White,1,15133,0,40,United-States,0
2548,36,Local-gov,98406,13,Married-AF-spouse,Prof-specialty,Wife,White,0,7,0,55,United-States,0
2549,36,Private,196237,9,Married-civ-spouse,Sales,Husband,White,1,12,0,40,United-States,0
2550,47,Self-emp-inc,236552,13,Never-married,Transport-moving,Not-in-family,White,1,0,0,54,United-States,0
2551,33,Private,266403,7,Divorced,Other-service,Unmarried,Black,1,0,0,30,United-States,0
2552,39,Self-emp-inc,325934,14,Married-civ-spouse,Exec-managerial,Husband,White,1,7656,0,50,,0
2553,28,State-gov,128095,13,Never-married,Adm-clerical,Own-child,White,1,18,0,52,United-States,0
2554,20,,92021,6,Never-married,,Own-child,White,0,0,0,54,United-States,0
2555,40,Private,226673,9,Widowed,Machine-op-inspct,Wife,White,0,0,1,40,Poland,0
2556,57,?,204181,10,Married-civ-spouse,?,Wife,White,0,16,0,21,United-States,0
2557,61,Federal-gov,108374,9,Divorced,Exec-managerial,Not-in-family,White,0,0,0,63,United-States,0
2558,23,Private,100497,7,Never-married,Machine-op-inspct,Own-child,Black,0,3,0,40,South,0
2559,43,Private,171200,9,Married-civ-spouse,Sales,Husband,White,1,13,0,19,United-States,0
2560,33,Federal-gov,135842,13,Married-civ-spouse,Exec-managerial,Husband,White,1,3,0,40,United-States,0
2561,37,Private,146728,13,Married-civ-spouse,Prof-specialty,Husband,White,1,15973,0,50,,0
2562,32,Private,185488,7,Never-married,Exec-managerial,Wife,White,0,8,0,35,United-States,0
2563,40,Private,102288,10,Never-married,Tech-support,Own-child,White,0,0,0,24,United-States,0
2564,24,,294106,10,Widowed,,Not-in-family,White,1,0,0,10,United-States,0
2565,25,Private,160467,3,Separated,Other-service,Not-in-family,White,0,4,0,57,Greece,0
2566,35,State-gov,162793,13,Never-married,Sales,Own-child,White,1,5,0,40,United-States,0
2567,38,Private,226079,11,Divorced,Machine-op-inspct,Unmarried,Black,0,0,0,40,United-States,0
2568,20,Private,227366,9,Never-married,Sales,Own-child,White,0,0,0,30,United-States,0
2569,33,Private,95696,13,Never-married,Tech-support,Own-child,White,0,5,0,40,United-States,0
2570,39,Private,184288,6,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
2571,24,Private,66570,9,Never-married,Sales,Husband,White,1,12,0,40,United-States,0
2572,20,?,93520,9,Never-married,?,Own-child,White,0,6,0,8,United-States,0
2573,29,State-gov,179017,13,Married-civ-spouse,Exec-managerial,Own-child,White,1,15450,0,40,El-Salvador,0
2574,62,Self-emp-not-inc,45490,10,Married-civ-spouse,Sales,Husband,White,1,14,0,55,Germany,0
2575,56,Self-emp-not-inc,106533,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,55,United-States,0
2576,36,Private,163482,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,18,1,40,Nicaragua,0
2577,39,Private,149079,13,Never-married,Transport-moving,Not-in-family,White,1,3177,0,38,United-States,0
2578,34,Local-gov,135454,13,Married-civ-spouse,Exec-managerial,Husband,White,1,17,1,45,United-States,0
2579,26,Private,196116,13,Divorced,Sales,Other-relative,White,1,5,1,39,United-States,0
2580,31,Local-gov,110234,9,Never-married,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
2581,17,Private,217722,7,Never-married,Other-service,Other-relative,White,1,0,0,40,United-States,0
2582,28,Private,244032,7,Never-married,Exec-managerial,Own-child,White,1,2,0,23,Hungary,0
2583,25,Private,226545,9,Never-married,Adm-clerical,Own-child,White,0,17,0,40,United-States,0
2584,56,Private,162357,9,Never-married,Farming-fishing,Own-child,White,0,0,0,45,United-States,0
2585,65,Private,93065,6,Never-married,Adm-clerical,Wife,White,0,0,0,40,United-States,0
2586,27,Federal-gov,289593,7,Never-married,Craft-repair,Not-in-family,White,1,15,1,36,United-States,0
2587,18,Private,101811,7,Never-married,Handlers-cleaners,Unmarried,White,0,0,0,40,United-States,0
2588,22,Private,175028,7,Separated,Machine-op-inspct,Husband,Asian-Pac-Islander,1,0,0,40,,0
2589,34,Self-emp-not-inc,191757,9,Married-civ-spouse,Farming-fishing,Husband,White,1,11,0,50,United-States,0
2590,24,,178895,10,Never-married,,Own-child,White,1,0,0,22,United-States,0
2591,49,Self-emp-inc,217607,9,Married-civ-spouse,Prof-specialty,Unmarried,White,0,0,0,49,United-States,0
2592,34,Private,119627,11,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,1,28,0,45,United-States,0
2593,51,Self-emp-inc,126971,13,Married-civ-spouse,Prof-specialty,Husband,White,1,50,0,50,United-States,0
2594,35,Federal-gov,362672,9,Divorced,Other-service,Not-in-family,White,0,0,0,62,United-States,0
2595,53,,94457,9,Married-AF-spouse,Adm-clerical,Wife,White,0,4,0,19,United-States,0
2596,19,Private,94664,9,Never-married,Other-service,Not-in-family,White,1,2,0,45,United-States,0
2597,73,Self-emp-inc,235603,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,2,0,40,United-States,0
2598,62,Self-emp-not-inc,570577,9,Widowed,Farming-fishing,Other-relative,Black,1,0,0,30,United-States,0
2599,41,Self-emp-inc,137384,9,Married-civ-spouse,Exec-managerial,Husband,White,1,23,1840,30,United-States,0
2600,49,Private,60839,15,Divorced,Exec-managerial,Not-in-family,White,0,2,0,45,United-States,0
2601,41,Private,212524,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
2602,24,Private,188295,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
2603,74,Local-gov,243428,9,Divorced,Exec-managerial,Not-in-family,White,0,10,0,43,United-States,0
2604,24,Private,189857,9,Never-married,Exec-managerial,Husband,White,1,0,0,53,United-States,0
2605,41,Private,96390,9,Never-married,Machine-op-inspct,Not-in-family,White,0,5,0,40,United-States,0
2606,20,Private,60201,10,Never-married,Sales,Own-child,White,0,11,0,23,United-States,0
2607,17,Private,403961,7,Never-married,Sales,Own-child,White,0,0,0,22,United-States,0
2608,30,Private,336936,9,Divorced,Handlers-cleaners,Not-in-family,White,1,34,0,22,United-States,0
2609,27,Private,80838,9,Married-civ-spouse,Machine-op-inspct,Wife,White,1,23,0,40,Greece,0
2610,32,Private,127467,13,Never-married,Prof-specialty,Not-in-family,Other,1,5,0,40,Philippines,0
2611,41,Private,96654,10,Never-married,Machine-op-inspct,Own-child,White,0,29,0,40,?,0
2612,23,?,184638,9,Married-civ-spouse,?,Other-relative,White,1,9,0,21,United-States,0
2613,19,Private,195578,9,Never-married,Other-service,Own-child,Black,1,0,0,39,United-States,0
2614,65,Private,35863,10,Divorced,Prof-specialty,Unmarried,White,0,41,0,24,United-States,0
2615,27,Private,127660,9,Divorced,Priv-house-serv,Own-child,White,0,13,1,20,Mexico,0
2616,45,Private,489129,7,Married-civ-spouse,Machine-op-inspct,Husband,White,1,10,0,40,Peru,0
2617,35,Private,186747,9,Separated,Exec-managerial,Husband,White,0,0,0,40,United-States,0
2618,42,Private,390171,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,0,26,0,62,Puerto-Rico,0
2619,25,Private,100262,9,Widowed,Machine-op-inspct,Husband,White,1,3784,0,40,United-States,0
2620,40,Private,181668,9,Divorced,Tech-support,Unmarried,White,0,0,0,25,United-States,0
2621,31,Private,119993,13,Never-married,Adm-clerical,Not-in-family,White,0,0,0,12,United-States,0
2622,25,Private,176403,12,Divorced,Sales,Own-child,White,0,0,1,37,United-States,0
2623,31,Private,213347,9,Married-civ-spouse,Transport-moving,Husband,White,1,20,0,40,United-States,0
2624,43,Self-emp-not-inc,103608,9,Married-spouse-absent,Other-service,Husband,White,1,0,0,40,Puerto-Rico,0
2625,47,State-gov,551695,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,0
2626,58,Private,102912,9,Never-married,Handlers-cleaners,Other-relative,Black,1,16,0,44,United-States,0
2627,18,Private,500854,9,Never-married,Transport-moving,Husband,White,1,0,0,40,United-States,0
2628,35,State-gov,34713,10,Divorced,Protective-serv,Not-in-family,White,0,19,0,14,United-States,0
2629,24,Private,64552,7,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States,0
2630,29,State-gov,110227,13,Married-civ-spouse,Prof-specialty,Husband,White,1,14984,1788,40,United-States,0
2631,40,Private,142324,13,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,0,0,0,21,?,0
2632,34,State-gov,95703,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,14,0,40,India,0
2633,23,Private,183778,6,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,0,12,0,40,United-States,0
2634,29,Private,377247,6,Married-civ-spouse,Handlers-cleaners,Husband,White,1,14,0,31,United-States,0
2635,23,Local-gov,222276,13,Never-married,Prof-specialty,Own-child,Black,0,0,0,59,United-States,0
2636,34,Private,261202,10,Divorced,Machine-op-inspct,Unmarried,Black,0,0,0,30,United-States,0
2637,40,Self-emp-not-inc,213642,6,Divorced,Handlers-cleaners,Not-in-family,Black,1,5,0,50,United-States,0
2638,26,Self-emp-inc,230639,15,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,1,35,0,40,United-States,0
2639,26,Self-emp-inc,116023,9,Never-married,Farming-fishing,Not-in-family,White,1,0,0,60,United-States,0
2640,62,Self-emp-not-inc,507385,3,Married-civ-spouse,Tech-support,Husband,White,1,16,0,63,United-States,0
2641,21,State-gov,161286,10,Never-married,Prof-specialty,Unmarried,White,0,13,0,69,United-States,0
2642,19,Private,198213,7,Never-married,Sales,Own-child,White,0,21,0,22,United-States,0
2643,49,Private,180864,10,Divorced,Priv-house-serv,Not-in-family,White,0,0,0,36,Japan,0
2644,35,Self-emp-inc,204444,13,Never-married,Exec-managerial,Not-in-family,White,0,8,0,40,France,0
2645,53,Private,206982,9,Separated,Tech-support,Unmarried,White,0,5,0,40,United-States,0
2646,58,Self-emp-not-inc,91327,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
2647,39,Private,206066,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,1873,40,United-States,0
2648,47,Private,316229,11,Separated,Craft-repair,Unmarried,White,0,0,0,40,El-Salvador,0
2649,22,,143222,9,Never-married,Farming-fishing,Own-child,White,1,0,0,21,United-States,0
2650,34,Self-emp-not-inc,233726,13,Married-civ-spouse,Craft-repair,Husband,White,1,5,0,40,United-States,0
2651,30,Local-gov,164197,13,Married-civ-spouse,Prof-specialty,Husband,White,1,7591,0,40,Laos,0
2652,34,Private,89227,10,Never-married,Adm-clerical,Own-child,Other,0,3486,0,21,South,0
2653,29,Private,152164,13,Married-civ-spouse,Prof-specialty,Husband,White,1,30,0,50,Thailand,0
2654,40,Local-gov,184800,4,Separated,Priv-house-serv,Not-in-family,White,1,8,0,40,United-States,0
2655,33,Local-gov,122112,6,Never-married,Adm-clerical,Wife,White,0,13,0,40,United-States,0
2656,62,,194354,10,Divorced,,Unmarried,White,1,5,0,10,United-States,0
2657,64,State-gov,144623,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,1807,40,United-States,0
2658,32,Private,125129,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,1,0,0,40,Italy,0
2659,34,Private,270400,7,Never-married,Other-service,Own-child,Black,1,0,0,40,United-States,0
2660,52,Self-emp-inc,258176,9,Divorced,Other-service,Husband,White,0,0,0,40,United-States,0
2661,42,Private,154387,9,Married-civ-spouse,Tech-support,Husband,White,1,2,0,40,United-States,0
2662,20,Local-gov,235498,7,Never-married,Adm-clerical,Own-child,White,0,7,0,30,United-States,0
2663,49,Local-gov,204520,15,Divorced,Other-service,Unmarried,Black,0,3,0,40,Laos,0
2664,62,Private,84466,5,Never-married,Adm-clerical,Own-child,White,0,5,0,30,United-States,0
2665,37,Private,205210,13,Married-civ-spouse,Tech-support,Husband,White,1,14994,0,45,Germany,0
2666,30,State-gov,108716,14,Married-civ-spouse,Prof-specialty,Husband,White,0,15019,0,40,United-States,0
2667,30,Private,46916,6,Never-married,Sales,Own-child,White,0,8,0,40,United-States,0
2668,26,Self-emp-inc,173249,13,Married-civ-spouse,Prof-specialty,Husband,White,1,19,0,40,United-States,0
2669,23,Private,306376,13,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
2670,28,Private,118272,9,Married-civ-spouse,Craft-repair,Husband,White,1,16,0,40,United-States,0
2671,34,Federal-gov,116797,14,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,1,4,0,40,Cambodia,0
2672,72,Federal-gov,133885,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,34,1,50,United-States,0
2673,35,Private,178420,10,Married-civ-spouse,Machine-op-inspct,Wife,White,0,6,0,40,Columbia,0
2674,33,Self-emp-inc,91158,13,Divorced,Exec-managerial,Unmarried,White,1,29,0,40,United-States,0
2675,27,Private,88989,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,0,0,0,21,China,0
2676,61,Local-gov,211233,13,Married-civ-spouse,Exec-managerial,Husband,White,1,11,0,40,United-States,0
2677,26,Private,325594,9,Married-civ-spouse,Exec-managerial,Husband,White,1,1,0,40,United-States,0
2678,48,Private,103458,9,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,1,11,0,40,United-States,0
2679,61,Local-gov,66129,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,1,0,0,20,United-States,0
2680,21,Private,389416,7,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,United-States,0
2681,21,Private,143983,12,Never-married,Sales,Own-child,White,1,0,0,35,United-States,0
2682,35,Private,84107,3,Married-civ-spouse,Exec-managerial,Wife,White,1,18,0,40,Mexico,0
2683,39,Private,208579,9,Never-married,Sales,Other-relative,White,1,0,1,21,United-States,0
2684,63,Private,263025,3,Married-spouse-absent,Other-service,Not-in-family,White,1,27,0,47,United-States,0
2685,34,Private,44799,9,Never-married,Other-service,Not-in-family,White,0,1,0,45,United-States,0
2686,26,Local-gov,51533,9,Never-married,Prof-specialty,Unmarried,White,0,20,0,31,United-States,0
2687,26,Private,343337,13,Never-married,Sales,Other-relative,White,1,3693,0,24,United-States,0
2688,73,?,133582,10,Widowed,?,Wife,Black,0,20,0,40,United-States,0
2689,25,Local-gov,182703,14,Married-civ-spouse,Adm-clerical,Own-child,White,1,5,0,40,Columbia,0
2690,43,Private,195741,9,Married-civ-spouse,Craft-repair,Own-child,White,1,0,0,40,United-States,0
2691,41,Private,173482,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,13,0,40,Cuba,0
2692,27,Private,354656,10,Married-civ-spouse,Sales,Husband,Black,1,21,0,40,Canada,0
2693,20,Self-emp-not-inc,193872,7,Never-married,?,Own-child,Black,1,0,0,40,United-States,0
2694,25,Private,345431,6,Never-married,Machine-op-inspct,Own-child,Black,1,0,0,37,Guatemala,0
2695,38,Private,183196,12,Married-civ-spouse,Exec-managerial,Wife,White,0,19,0,40,United-States,0
2696,29,Private,270626,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,1,0,0,23,Dominican-Republic,0
2697,50,Private,94642,9,Widowed,Other-service,Not-in-family,Black,1,10,0,40,United-States,0
2698,61,?,124152,6,Married-civ-spouse,?,Husband,Black,1,5,0,10,United-States,0
2699,32,Self-emp-not-inc,132152,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,1,17,0,40,United-States,0
2700,21,Private,186131,7,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,23,United-States,0
2701,73,State-gov,106042,9,Widowed,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
2702,34,Local-gov,100080,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,1,0,0,40,United-States,0
2703,39,Self-emp-inc,191569,14,Separated,Exec-managerial,Not-in-family,White,1,0,0,50,United-States,0
2704,32,Private,193191,9,Married-civ-spouse,Adm-clerical,Wife,Black,0,14,0,40,United-States,0
2705,42,Private,103026,6,Married-civ-spouse,Exec-managerial,Husband,White,1,31,1711,40,United-States,0
2706,23,Private,95546,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,1,40,United-States,0
2707,47,Self-emp-not-inc,367130,9,Divorced,Machine-op-inspct,Not-in-family,White,0,10,0,50,United-States,0
2708,69,Private,222250,9,Widowed,?,Unmarried,Asian-Pac-Islander,0,7,0,53,United-States,0
2709,35,Private,76770,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,14894,0,55,India,0
2710,33,Local-gov,122557,13,Married-civ-spouse,Prof-specialty,Wife,White,1,14792,1737,40,United-States,0
2711,62,Private,99210,7,Widowed,Other-service,Husband,Asian-Pac-Islander,0,0,0,22,Puerto-Rico,0
2712,66,Self-emp-not-inc,191829,7,Never-married,Other-service,Own-child,Black,1,21,0,40,United-States,0
2713,73,Private,109580,9,Married-civ-spouse,Adm-clerical,Husband,White,1,6,0,50,United-States,0
2714,42,Private,212349,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
2715,22,State-gov,80369,9,Never-married,Other-service,Own-child,White,0,0,0,23,United-States,0
2716,37,Private,451516,9,Divorced,Machine-op-inspct,Unmarried,White,0,6,0,40,United-States,0
2717,48,Private,181018,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,0,0,0,36,United-States,0
2718,48,Private,77169,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,10,0,40,United-States,0
2719,50,Private,403034,6,Married-civ-spouse,Sales,Husband,White,1,14,0,55,United-States,0
2720,43,Private,196197,15,Married-civ-spouse,Machine-op-inspct,Husband,White,0,2,1798,35,United-States,0
2721,28,Local-gov,120938,9,Married-civ-spouse,Exec-managerial,Husband,White,1,20,0,40,United-States,0
2722,33,Private,227215,7,Divorced,Machine-op-inspct,Not-in-family,White,1,0,0,30,Nicaragua,0
2723,41,Private,214381,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
2724,38,Self-emp-not-inc,110698,11,Married-civ-spouse,Exec-managerial,Husband,White,0,0,0,40,United-States,0
2725,27,Private,274738,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
2726,42,Private,93384,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,,0
