,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
2883,36,Self-emp-not-inc,66541,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,55,United-States,0
2884,51,Without-pay,165194,14,Widowed,Other-service,Own-child,White,0,0,0,16,United-States,0
2885,21,Private,204092,10,Never-married,Other-service,Not-in-family,White,0,0,0,34,United-States,0
2886,27,Local-gov,196540,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,0
2887,24,Private,110158,10,Divorced,Adm-clerical,Not-in-family,White,1,0,0,57,United-States,0
2888,40,Private,141054,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,2051,50,United-States,0
2889,45,Private,62707,9,Divorced,Other-service,Unmarried,White,0,0,0,16,United-States,0
2890,17,Private,327448,10,Separated,Adm-clerical,Own-child,White,0,0,0,15,United-States,0
2891,20,Private,394679,9,Never-married,Other-service,Own-child,White,1,0,0,40,United-States,0
2892,22,Private,198462,9,Never-married,Other-service,Other-relative,White,0,0,0,40,United-States,0
2893,39,Private,230132,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,1387,40,United-States,0
2894,22,Federal-gov,187759,10,Never-married,Protective-serv,Own-child,White,1,0,0,40,United-States,0
2895,29,Private,211748,4,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
2896,34,Private,172448,9,Divorced,Other-service,Unmarried,White,0,0,0,32,Portugal,0
2897,42,Private,271206,9,Divorced,Craft-repair,Husband,White,1,0,0,58,United-States,0
2898,20,Private,249988,10,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States,0
2899,69,Self-emp-not-inc,237511,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,63,United-States,0
2900,23,Private,144674,13,Never-married,Other-service,Own-child,White,1,0,0,40,England,0
2901,29,Private,27691,13,Never-married,Sales,Own-child,White,1,0,0,40,United-States,0
2902,54,Private,187015,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,45,United-States,0
2903,47,Private,167196,10,Separated,Sales,Unmarried,Asian-Pac-Islander,0,0,1435,40,United-States,0
2904,30,Self-emp-not-inc,330209,5,Married-civ-spouse,Transport-moving,Other-relative,White,1,0,0,11,Mexico,0
2905,24,Private,84167,9,Never-married,Other-service,Unmarried,White,0,0,0,36,United-States,0
2906,26,Private,303232,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
2907,26,Self-emp-not-inc,248208,9,Never-married,Transport-moving,Not-in-family,White,1,0,0,53,United-States,0
2908,43,Private,242430,11,Divorced,Transport-moving,Not-in-family,White,0,0,0,55,United-States,0
2909,39,Federal-gov,178982,13,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States,0
2910,21,Private,280739,13,Never-married,Farming-fishing,Not-in-family,White,1,0,0,55,United-States,0
2911,56,Private,248450,9,Never-married,Adm-clerical,Unmarried,Black,0,0,0,40,Philippines,0
2912,26,Private,302671,10,Never-married,?,Wife,White,0,0,0,50,United-States,0
2913,24,Private,184575,12,Never-married,Craft-repair,Own-child,White,0,0,0,40,Jamaica,0
2914,36,State-gov,359206,14,Never-married,Prof-specialty,Unmarried,White,0,0,2041,40,United-States,0
2915,27,Self-emp-not-inc,251229,9,Married-spouse-absent,Other-service,Not-in-family,White,1,0,2864,40,United-States,0
2916,18,Private,379985,12,Never-married,Other-service,Own-child,White,0,0,0,34,Mexico,0
2917,48,Self-emp-not-inc,348384,10,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,0,0,0,40,United-States,0
2918,20,Private,157207,7,Never-married,Other-service,Not-in-family,White,1,0,0,40,United-States,0
2919,26,Private,229530,10,Never-married,Prof-specialty,Own-child,White,1,0,0,25,Greece,0
2920,63,Self-emp-not-inc,314575,12,Never-married,Other-service,Not-in-family,White,1,0,0,52,United-States,0
2921,48,?,176679,7,Married-civ-spouse,?,Husband,White,1,0,0,11,United-States,0
2922,40,State-gov,100883,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,5925,959,40,Laos,0
2923,23,Private,338767,13,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,0,0,0,11,United-States,0
2924,63,Local-gov,154153,13,Married-spouse-absent,Prof-specialty,Not-in-family,Other,0,0,1060,40,United-States,0
2925,28,,234395,9,Married-civ-spouse,,Husband,White,1,0,0,25,United-States,0
2926,56,Self-emp-not-inc,145835,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,1216,9,United-States,0
2927,25,Private,165079,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,United-States,0
2928,23,State-gov,203882,13,Never-married,Exec-managerial,Own-child,White,1,0,0,40,United-States,0
2929,54,Private,198545,10,Widowed,Exec-managerial,Not-in-family,White,0,0,0,34,United-States,0
2930,30,State-gov,198203,14,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
2931,39,Private,80418,9,Married-spouse-absent,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
2932,21,,303526,10,Never-married,,Not-in-family,White,1,0,0,8,United-States,0
2933,47,Private,173718,7,Never-married,Other-service,Not-in-family,Black,0,0,0,35,United-States,0
2934,32,Private,240544,9,Married-civ-spouse,Craft-repair,Husband,Other,1,0,0,56,Mexico,0
2935,35,Private,354786,14,Never-married,Tech-support,Not-in-family,White,0,0,2387,50,United-States,0
2936,29,Private,276426,4,Married-civ-spouse,,Other-relative,White,1,0,0,50,United-States,0
2937,27,Private,232891,7,Married-civ-spouse,Prof-specialty,Husband,Other,1,0,0,40,Japan,0
2938,39,Private,186429,9,Married-civ-spouse,Other-service,Other-relative,White,1,0,0,35,United-States,0
2939,37,Private,326291,13,Married-civ-spouse,Prof-specialty,Husband,White,1,7819,0,61,United-States,0
2940,37,Private,201913,15,Separated,Prof-specialty,Not-in-family,Other,0,0,0,50,,0
2941,49,?,227049,9,Married-civ-spouse,?,Husband,White,0,0,0,15,United-States,0
2942,23,Private,415516,4,Never-married,Adm-clerical,Unmarried,Black,0,0,0,35,United-States,0
2943,55,?,142197,7,Never-married,?,Own-child,White,0,0,0,20,United-States,0
2944,55,Self-emp-not-inc,180569,9,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,15,United-States,0
2945,38,State-gov,203247,14,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
2946,31,Private,196148,9,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,1,0,0,54,Haiti,0
2947,18,Private,284093,7,Never-married,Other-service,Own-child,White,0,0,0,15,United-States,0
2948,21,Private,251485,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States,0
2949,31,Private,130043,10,Married-AF-spouse,Prof-specialty,Husband,White,0,0,0,50,United-States,0
2950,39,Private,347856,9,Never-married,Priv-house-serv,Not-in-family,Black,0,0,0,40,United-States,0
2951,21,State-gov,328100,9,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,1,0,0,34,United-States,0
2952,29,?,46810,13,Married-AF-spouse,?,Wife,White,0,0,0,40,United-States,0
2953,54,Federal-gov,289823,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,2323,60,United-States,0
2954,31,State-gov,189056,10,Never-married,Other-service,Own-child,White,0,0,0,36,Thailand,0
2955,25,Private,353448,13,Never-married,Craft-repair,Not-in-family,White,0,0,0,50,United-States,0
2956,29,Private,231382,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,1,0,0,15,United-States,0
2957,38,Private,113575,9,Separated,Other-service,Unmarried,White,1,0,0,40,United-States,0
2958,17,?,276712,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,0,0,0,32,United-States,0
2959,40,State-gov,281159,14,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
2960,32,Private,381906,7,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,United-States,0
2961,23,Private,265574,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
2962,21,Private,195543,9,Never-married,Other-service,Own-child,White,1,0,0,16,United-States,0
2963,35,Private,29757,10,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,0
2964,30,Private,171258,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,United-States,0
2965,38,Self-emp-inc,113458,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,United-States,0
2966,30,Private,297013,9,Never-married,Other-service,Unmarried,White,0,0,0,40,Guatemala,0
2967,36,Private,214107,4,Never-married,Handlers-cleaners,Not-in-family,Other,0,0,0,40,Japan,0
2968,35,Private,259197,13,Married-civ-spouse,Prof-specialty,Husband,White,0,0,0,59,?,0
2969,58,?,36159,7,Divorced,Other-service,Unmarried,White,0,0,0,40,United-States,0
2970,26,Private,117367,7,Never-married,Sales,Not-in-family,White,1,0,0,34,United-States,0
2971,40,Private,238592,9,Married-spouse-absent,Craft-repair,Not-in-family,White,0,0,0,40,United-States,0
2972,73,Private,191612,9,Divorced,Other-service,Not-in-family,White,1,0,0,50,United-States,0
2973,58,Private,416214,4,Divorced,Adm-clerical,Own-child,White,0,0,0,40,United-States,0
2974,34,?,200722,9,Widowed,Protective-serv,Own-child,White,0,0,0,40,United-States,0
2975,27,Self-emp-inc,191986,14,Never-married,Transport-moving,Not-in-family,White,1,0,0,66,United-States,0
2976,31,Private,226551,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,2070,57,United-States,0
2977,69,?,240498,9,Widowed,?,Not-in-family,White,0,0,0,15,United-States,0
2978,55,State-gov,284132,9,Married-civ-spouse,,Not-in-family,Black,0,0,0,40,United-States,0
2979,50,Private,113967,14,Married-civ-spouse,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,0,0,0,56,Dominican-Republic,0
2980,54,?,100772,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,9,United-States,0
2981,18,Private,187491,10,Never-married,Prof-specialty,Own-child,White,0,0,0,37,United-States,0
2982,36,State-gov,224454,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
2983,43,Private,193346,13,Married-AF-spouse,Prof-specialty,Wife,Black,0,0,0,39,United-States,0
2984,34,Private,140048,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,0,40,Laos,0
2985,36,Private,237461,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,58,United-States,0
2986,33,Self-emp-inc,207425,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,2689,50,United-States,0
2987,51,Private,131514,10,Married-AF-spouse,Adm-clerical,Wife,White,0,0,0,35,United-States,0
2988,34,Private,379430,9,Married-spouse-absent,Farming-fishing,Not-in-family,White,0,0,0,40,Germany,0
2989,35,Federal-gov,200131,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1558,50,United-States,0
2990,61,Federal-gov,222596,10,Never-married,Adm-clerical,Not-in-family,Black,0,0,0,40,United-States,0
2991,53,Private,245134,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,38,United-States,0
2992,18,,180412,7,Never-married,,Own-child,Asian-Pac-Islander,1,0,0,51,United-States,0
2993,23,Private,251332,9,Divorced,Exec-managerial,Husband,White,1,0,0,40,United-States,0
2994,52,Local-gov,125598,9,Never-married,Prof-specialty,Other-relative,White,0,0,0,32,United-States,0
2995,62,Self-emp-inc,288872,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,2586,64,United-States,0
2996,41,Local-gov,370927,10,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,0,0,0,40,United-States,0
2997,37,Private,196350,9,Married-civ-spouse,Machine-op-inspct,Wife,White,0,0,0,58,United-States,0
2998,28,Private,160762,13,Married-civ-spouse,Other-service,Unmarried,White,1,0,0,40,United-States,0
2999,29,Private,241263,13,Never-married,Exec-managerial,Wife,White,0,0,0,69,Cambodia,0
3000,45,State-gov,225953,14,Married-civ-spouse,Prof-specialty,Husband,White,1,6565,0,40,United-States,0
3001,26,Private,196908,5,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,0,0,0,40,China,0
3002,41,Private,102492,10,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
3003,26,Private,157754,9,Never-married,Craft-repair,Not-in-family,Black,1,0,0,40,United-States,0
3004,58,?,107598,14,Married-civ-spouse,?,Husband,White,1,6922,0,11,United-States,0
3005,34,Private,318905,13,Widowed,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
3006,38,Private,177387,9,Never-married,Other-service,Unmarried,White,0,0,0,36,United-States,0
3007,48,Private,178118,11,Married-AF-spouse,Other-service,Wife,White,0,0,0,10,United-States,0
3008,29,Private,121054,9,Never-married,Transport-moving,Own-child,Other,1,0,0,40,Mexico,0
3009,45,Private,256081,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,0,0,0,40,Cambodia,0
3010,55,Without-pay,204046,10,Married-civ-spouse,?,Husband,White,1,0,0,8,United-States,0
3011,18,Private,107938,7,Never-married,Other-service,Own-child,White,1,0,0,56,United-States,0
3012,40,Private,195403,9,Divorced,Adm-clerical,Unmarried,Black,0,0,0,40,United-States,0
3013,22,State-gov,249657,9,Never-married,Prof-specialty,Own-child,Other,1,0,0,40,Canada,0
3014,28,Self-emp-inc,326514,14,Never-married,Prof-specialty,Not-in-family,White,1,11983,0,60,United-States,0
3015,34,Self-emp-not-inc,180229,7,Never-married,Exec-managerial,Own-child,White,0,0,0,50,United-States,0
3016,33,Local-gov,323626,9,Separated,Machine-op-inspct,Unmarried,Black,0,5523,1450,40,United-States,0
3017,63,Private,310871,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1839,59,?,0
3018,29,Private,242767,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,66,Hong,0
3019,61,Local-gov,177352,10,Divorced,Sales,Not-in-family,White,0,0,0,40,United-States,0
3020,39,Private,182579,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
3021,57,?,303187,9,Married-civ-spouse,Farming-fishing,Not-in-family,Black,1,0,0,16,United-States,0
3022,61,Private,309670,9,Widowed,Other-service,Unmarried,White,0,0,0,25,United-States,0
3023,33,Private,187809,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,0
3024,44,,479732,5,Separated,Machine-op-inspct,Unmarried,White,1,0,0,10,India,0
3025,56,Private,350764,13,Separated,Other-service,Other-relative,White,1,0,0,8,Thailand,0
3026,35,Self-emp-not-inc,196258,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,45,Haiti,0
3027,24,?,239406,8,Never-married,?,Own-child,White,1,0,0,11,United-States,0
3028,29,Without-pay,197009,10,Married-civ-spouse,,Other-relative,White,1,0,0,37,United-States,0
3029,50,Private,234642,9,Divorced,Other-service,Not-in-family,White,1,0,3185,56,United-States,0
3030,62,Self-emp-not-inc,191960,13,Never-married,Other-service,Other-relative,White,1,0,0,34,United-States,0
3031,62,,103071,10,Separated,,Husband,White,1,0,0,8,United-States,0
3032,62,Private,179535,10,Divorced,Craft-repair,Unmarried,White,0,0,0,8,United-States,0
3033,20,Private,175632,7,Never-married,Farming-fishing,Own-child,White,0,0,0,40,United-States,0
3034,27,Private,177243,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,35,United-States,0
3035,26,Private,132874,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,57,,0
3036,49,Private,448128,10,Separated,Other-service,Unmarried,White,0,0,0,40,United-States,0
3037,28,Private,39811,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,0
3038,67,?,65040,9,Married-civ-spouse,?,Husband,White,1,0,0,11,United-States,0
3039,62,?,366089,7,Never-married,Other-service,Not-in-family,White,0,0,0,19,Poland,0
3040,37,Private,262223,5,Never-married,Other-service,Own-child,White,1,0,0,75,United-States,0
3041,38,Federal-gov,89002,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States,0
3042,18,Private,209192,7,Never-married,Other-service,Own-child,White,0,0,0,32,United-States,0
3043,39,State-gov,232227,13,Divorced,Protective-serv,Husband,White,1,0,0,40,United-States,0
3044,32,Private,199529,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,0
3045,28,State-gov,228451,14,Never-married,Prof-specialty,Not-in-family,White,0,0,0,59,Puerto-Rico,0
3046,32,Private,325470,12,Married-civ-spouse,Exec-managerial,Husband,White,0,0,0,55,United-States,0
3047,23,Private,245455,9,Never-married,Adm-clerical,Own-child,White,1,0,0,36,United-States,0
3048,22,Private,279171,10,Never-married,Machine-op-inspct,Own-child,Black,0,0,0,40,United-States,0
3049,27,Private,273880,13,Married-civ-spouse,Craft-repair,Husband,Black,1,4514,0,40,United-States,0
3050,46,Private,233034,9,Married-civ-spouse,Exec-managerial,Not-in-family,Black,1,0,0,57,United-States,0
3051,48,Private,336717,10,Never-married,Sales,Not-in-family,White,1,0,0,40,United-States,0
3052,28,Private,257955,9,Never-married,Farming-fishing,Own-child,White,1,0,0,40,United-States,0
3053,67,?,242433,9,Widowed,Sales,Husband,Black,1,0,0,40,Mexico,0
3054,31,Local-gov,163007,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,1,0,0,40,Philippines,0
3055,44,Private,235686,9,Divorced,Other-service,Not-in-family,White,0,0,0,34,United-States,0
3056,18,Private,180732,7,Never-married,Other-service,Own-child,White,1,0,0,40,United-States,0
3057,37,Private,309031,10,Never-married,Adm-clerical,Own-child,White,0,0,0,40,,0
3058,33,Self-emp-inc,281645,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,2047,75,United-States,0
3059,57,Private,28869,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,49,United-States,0
3060,35,Private,152178,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,53,United-States,0
3061,24,Private,141483,7,Never-married,Craft-repair,Own-child,White,0,0,0,40,United-States,0
3062,33,Private,191968,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,2730,45,United-States,0
3063,20,State-gov,149466,9,Never-married,Farming-fishing,Other-relative,White,0,0,0,40,United-States,0
3064,25,Private,374970,9,Never-married,Prof-specialty,Not-in-family,White,1,0,2026,67,United-States,0
3065,61,Private,216325,10,Never-married,Other-service,Own-child,White,0,0,2382,45,United-States,0
3066,35,State-gov,396247,14,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
3067,19,Private,294927,10,Never-married,Other-service,Own-child,White,0,0,0,36,United-States,0
3068,41,Private,350681,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,63,China,0
3069,30,Self-emp-not-inc,169213,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,55,United-States,0
3070,44,Self-emp-not-inc,213917,9,Divorced,Prof-specialty,Not-in-family,White,0,0,0,60,United-States,0
3071,18,?,224554,7,Never-married,?,Own-child,White,1,0,0,40,United-States,0
3072,34,Private,225343,13,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
3073,23,Private,218851,10,Never-married,Other-service,Unmarried,Black,0,0,0,20,United-States,0
3074,31,Private,273378,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,56,United-States,0
3075,28,Private,282532,11,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,40,United-States,0
3076,26,Private,284669,7,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,0,0,0,40,Italy,0
3077,24,?,376032,7,Never-married,?,Own-child,White,1,0,0,13,United-States,0
3078,47,Self-emp-inc,280133,13,Divorced,Sales,Wife,White,0,0,0,40,United-States,0
3079,46,Private,208083,14,Divorced,Exec-managerial,Not-in-family,White,0,0,0,58,United-States,0
3080,35,Private,217657,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States,0
3081,51,Never-worked,158848,7,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,0,1350,40,United-States,0
3082,52,Private,319151,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
3083,72,Private,231557,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,60,United-States,0
3084,21,Federal-gov,225500,7,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
3085,54,Private,178428,9,Married-civ-spouse,Other-service,Husband,White,1,0,3068,13,United-States,0
3086,40,State-gov,187885,15,Never-married,Other-service,Own-child,White,0,0,0,40,United-States,0
3087,36,?,135348,9,Never-married,Craft-repair,Husband,White,1,0,0,40,United-States,0
3088,55,Private,252047,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,36,United-States,0
3089,50,Federal-gov,154913,9,Married-civ-spouse,Craft-repair,Wife,White,1,0,1831,40,United-States,0
3090,27,Private,355798,7,Never-married,Handlers-cleaners,Other-relative,Other,0,0,0,40,Nicaragua,0
3091,48,Self-emp-not-inc,247812,14,Divorced,Exec-managerial,Not-in-family,White,1,0,0,57,United-States,0
3092,45,Private,126457,10,Married-spouse-absent,Priv-house-serv,Not-in-family,White,0,0,0,50,United-States,0
3093,22,Private,246605,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,United-States,0
3094,26,Private,344676,10,Married-civ-spouse,Craft-repair,Husband,Other,1,0,0,40,Mexico,0
3095,36,Private,199252,9,Divorced,Other-service,Other-relative,White,0,0,0,56,United-States,0
3096,54,Private,96004,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,0,0,51,United-States,0
3097,48,Self-emp-not-inc,390807,6,Never-married,Transport-moving,Not-in-family,Black,1,0,0,33,Puerto-Rico,0
3098,24,Private,216952,5,Never-married,Handlers-cleaners,Other-relative,Black,1,0,0,40,United-States,0
3099,47,Private,207225,14,Married-civ-spouse,Exec-managerial,Husband,White,0,0,0,40,United-States,0
3100,53,Private,132876,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,57,United-States,0
3101,29,Private,94941,9,Widowed,Handlers-cleaners,Not-in-family,White,1,0,0,45,United-States,0
3102,53,Private,65050,7,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,60,United-States,0
3103,46,Private,61118,9,Divorced,Sales,Not-in-family,White,0,8297,0,40,England,0
3104,25,Private,421402,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States,0
3105,31,Private,183929,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,2022,40,United-States,0
3106,35,Private,304513,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,58,United-States,0
3107,38,Private,101489,10,Widowed,Sales,Unmarried,White,0,0,0,35,United-States,0
3108,35,Private,238324,10,Never-married,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
3109,42,Private,108900,9,Divorced,Machine-op-inspct,Not-in-family,Other,0,0,0,40,Mexico,0
3110,39,Self-emp-not-inc,623874,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,0
3111,41,Private,402200,9,Never-married,Adm-clerical,Unmarried,White,0,0,0,16,Thailand,0
3112,31,?,368576,5,Never-married,?,Husband,White,1,0,2051,12,United-States,0
3113,44,Private,242380,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,58,Cuba,0
3114,54,Private,468794,12,Never-married,Adm-clerical,Own-child,White,0,0,0,34,United-States,0
3115,26,Private,189633,10,Never-married,Farming-fishing,Husband,White,1,0,0,40,United-States,0
3116,44,Private,345512,9,Separated,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
3117,27,Private,205663,14,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,55,United-States,0
3118,49,Private,354508,12,Never-married,Handlers-cleaners,Own-child,Other,1,0,0,8,Puerto-Rico,0
3119,48,Private,181715,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,52,South,0
3120,27,Private,216600,12,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
3121,55,Private,171197,7,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,United-States,0
3122,51,Self-emp-not-inc,153785,9,Divorced,Prof-specialty,Not-in-family,White,1,0,0,45,United-States,0
3123,45,Local-gov,177460,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1707,64,United-States,0
3124,22,Private,201032,9,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,1,0,0,40,United-States,0
3125,53,Private,32533,9,Married-civ-spouse,Other-service,Wife,White,0,0,0,34,United-States,0
3126,61,Private,69681,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1687,54,United-States,0
3127,44,Private,232090,13,Married-civ-spouse,?,Husband,White,1,0,1148,60,United-States,0
3128,32,Private,140823,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,50,India,0
3129,59,Private,153018,7,Widowed,Priv-house-serv,Not-in-family,White,0,0,0,20,United-States,0
3130,27,Private,199865,9,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,United-States,0
3131,34,Self-emp-not-inc,166502,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,United-States,0
3132,20,Private,386657,7,Never-married,Other-service,Other-relative,White,0,0,0,35,United-States,0
3133,46,,302200,9,Married-civ-spouse,,Unmarried,White,0,0,0,50,United-States,0
3134,50,Private,190636,12,Married-civ-spouse,Tech-support,Husband,Other,1,0,0,40,United-States,0
3135,30,Private,366327,9,Married-civ-spouse,Adm-clerical,Husband,Black,1,0,1840,40,United-States,0
3136,43,Private,215953,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States,0
3137,26,Private,156280,13,Married-spouse-absent,Machine-op-inspct,Other-relative,White,1,0,0,40,Cambodia,0
3138,50,State-gov,272579,14,Never-married,Prof-specialty,Not-in-family,White,0,0,0,57,United-States,0
3139,59,,35294,9,Never-married,,Not-in-family,White,1,0,0,31,United-States,0
3140,34,Private,270879,4,Divorced,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,0
3141,72,Private,90090,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
3142,59,?,174723,4,Widowed,Priv-house-serv,Not-in-family,White,1,0,0,59,United-States,0
3143,50,Private,186808,9,Divorced,Machine-op-inspct,Other-relative,White,0,3878,0,40,Mexico,0
3144,46,Private,34255,9,Separated,Transport-moving,Unmarried,White,1,0,0,40,United-States,0
3145,64,Private,204949,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,59,United-States,0
3146,21,State-gov,75574,10,Never-married,Prof-specialty,Not-in-family,Black,1,0,0,40,United-States,0
3147,40,Private,238864,9,Divorced,Adm-clerical,Not-in-family,Black,0,0,0,40,United-States,0
3148,47,Private,104972,13,Divorced,Adm-clerical,Unmarried,White,0,9346,0,60,?,0
3149,44,Local-gov,348047,9,Widowed,Prof-specialty,Not-in-family,White,0,0,2113,40,United-States,0
3150,20,Private,201196,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,0,0,0,34,Holand-Netherlands,0
3151,40,Private,203262,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
3152,37,Private,195370,10,Married-civ-spouse,Sales,Wife,White,0,0,0,25,United-States,0
3153,47,?,158002,8,Married-civ-spouse,?,Not-in-family,White,0,0,0,8,United-States,0
3154,27,Private,169669,13,Never-married,Tech-support,Not-in-family,White,1,0,0,50,United-States,0
3155,44,State-gov,256073,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,2169,40,United-States,0
3156,26,State-gov,462027,11,Never-married,Tech-support,Not-in-family,White,1,0,0,50,United-States,0
3157,42,Private,254892,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
3158,74,Private,336774,7,Widowed,Other-service,Not-in-family,White,0,0,0,33,United-States,0
3159,53,Private,218659,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
3160,59,Private,286995,13,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States,0
