age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
68,Self-emp-inc,89,25,Married-AF-spouse,o,Husband,White,Male,8,11,79,0
27,Self-emp-inc,29,87,Married-spouse-absent,o,Wife,White,Male,84,90,37,1
24,Without-pay,4,17,Separated,f,Unmarried,Other,Male,60,94,92,1
55,State-gov,52,52,Widowed,r,Husband,Amer-Indian-Eskimo,Female,63,55,6,0
8,Local-gov,58,55,Married-civ-spouse,c,Husband,Asian-Pac-Islander,Female,46,85,93,0
44,Private,2,85,Separated,j,Not-in-family,Asian-Pac-Islander,Female,53,38,72,1
53,Local-gov,64,48,Married-civ-spouse,l,Own-child,White,Female,48,75,89,1
90,?,77,51,Married-AF-spouse,r,Not-in-family,Black,Female,39,16,33,0
38,Without-pay,20,23,Divorced,n,Not-in-family,White,Male,19,43,13,1
27,State-gov,39,94,Widowed,d,Other-relative,White,Female,9,42,93,1
98,State-gov,33,82,Separated,t,Wife,Black,Male,77,64,99,0
43,Self-emp-not-inc,97,51,Married-spouse-absent,m,Wife,Amer-Indian-Eskimo,Male,54,68,58,0
76,State-gov,59,81,Never-married,x,Own-child,Black,Male,46,40,79,1
8,Local-gov,98,45,Married-civ-spouse,l,Wife,White,Female,96,43,24,0
40,?,74,16,Married-civ-spouse,d,Wife,Black,Male,38,47,38,0
32,State-gov,27,53,Divorced,l,Not-in-family,Black,Male,10,18,76,1
64,State-gov,19,36,Separated,e,Own-child,White,Female,28,70,46,0
81,Federal-gov,40,86,Married-AF-spouse,z,Not-in-family,Asian-Pac-Islander,Female,96,44,100,0
76,Without-pay,41,87,Married-AF-spouse,x,Own-child,Amer-Indian-Eskimo,Male,5,4,70,1
16,Private,26,49,Never-married,g,Other-relative,White,Female,63,10,53,0
75,Local-gov,95,77,Widowed,c,Husband,Amer-Indian-Eskimo,Female,21,34,88,0
79,Self-emp-inc,43,79,Married-civ-spouse,r,Wife,Asian-Pac-Islander,Female,99,23,82,0
92,?,46,54,Widowed,j,Own-child,Asian-Pac-Islander,Female,5,7,93,0
51,Local-gov,27,29,Divorced,f,Other-relative,White,Female,41,53,36,0
64,Never-worked,44,16,Divorced,f,Not-in-family,Asian-Pac-Islander,Female,42,35,85,0
92,Local-gov,81,13,Separated,c,Wife,Asian-Pac-Islander,Male,56,4,41,1
36,Self-emp-not-inc,43,77,Widowed,v,Husband,Amer-Indian-Eskimo,Male,26,24,18,0
60,Self-emp-inc,1,35,Married-spouse-absent,p,Wife,Asian-Pac-Islander,Female,24,61,31,1
18,State-gov,97,2,Married-spouse-absent,m,Husband,White,Male,14,93,29,1
81,Never-worked,50,56,Never-married,v,Other-relative,Other,Male,91,52,86,1
25,Local-gov,75,45,Married-AF-spouse,v,Not-in-family,Asian-Pac-Islander,Female,6,3,92,1
40,Never-worked,84,5,Married-spouse-absent,e,Husband,Other,Female,98,86,46,0
25,Federal-gov,16,76,Widowed,t,Own-child,Asian-Pac-Islander,Female,84,59,91,1
4,State-gov,62,10,Never-married,s,Unmarried,White,Female,99,17,71,1
10,Local-gov,93,30,Separated,r,Wife,Black,Male,47,18,42,0
97,Private,8,97,Married-spouse-absent,h,Unmarried,Other,Male,74,30,26,0
86,Without-pay,25,2,Widowed,j,Unmarried,Other,Female,77,84,69,0
97,Local-gov,0,47,Married-AF-spouse,g,Other-relative,Asian-Pac-Islander,Female,15,75,4,1
82,?,80,87,Divorced,n,Wife,White,Male,12,55,47,0
35,?,46,96,Separated,r,Other-relative,Other,Male,61,4,91,0
84,Private,78,27,Separated,a,Unmarried,White,Female,50,93,18,0
5,Federal-gov,13,3,Married-civ-spouse,b,Own-child,Black,Female,82,20,9,1
58,?,77,90,Married-civ-spouse,o,Other-relative,Asian-Pac-Islander,Male,12,28,54,1
99,Self-emp-not-inc,89,96,Widowed,f,Not-in-family,Black,Male,23,33,67,1
47,Without-pay,3,89,Widowed,p,Wife,Amer-Indian-Eskimo,Female,70,5,68,1
77,Self-emp-inc,33,82,Married-AF-spouse,i,Not-in-family,White,Male,90,79,86,0
30,Self-emp-not-inc,10,47,Married-AF-spouse,e,Wife,Black,Female,80,48,75,1
11,Private,24,26,Never-married,s,Husband,Black,Male,81,34,74,0
8,Local-gov,19,90,Widowed,o,Not-in-family,Amer-Indian-Eskimo,Male,65,12,17,0
26,Without-pay,65,10,Separated,i,Other-relative,Black,Female,61,21,84,0
95,Federal-gov,53,100,Never-married,o,Unmarried,Other,Male,20,78,75,1
90,Local-gov,68,43,Separated,y,Husband,Other,Female,47,82,1,1
50,Local-gov,41,37,Married-civ-spouse,b,Unmarried,Asian-Pac-Islander,Female,21,44,35,1
19,Private,4,7,Married-civ-spouse,i,Husband,Asian-Pac-Islander,Male,17,19,73,0
55,Without-pay,12,58,Married-AF-spouse,c,Husband,Black,Female,94,30,74,0
31,Never-worked,75,52,Married-AF-spouse,e,Not-in-family,White,Male,99,84,61,1
70,?,47,37,Married-spouse-absent,u,Unmarried,White,Female,13,59,31,1
51,Private,54,7,Widowed,l,Wife,Other,Male,83,44,44,1
37,Local-gov,37,67,Never-married,k,Not-in-family,White,Male,38,4,32,1
11,Private,82,84,Divorced,x,Wife,Asian-Pac-Islander,Male,13,15,8,0
79,Never-worked,20,80,Never-married,u,Wife,Amer-Indian-Eskimo,Female,81,17,77,1
44,Never-worked,54,89,Married-civ-spouse,t,Wife,White,Female,37,5,36,1
53,Local-gov,48,41,Married-AF-spouse,x,Own-child,White,Male,49,62,63,1
4,Federal-gov,59,83,Married-civ-spouse,n,Own-child,Amer-Indian-Eskimo,Female,29,98,9,0
99,Federal-gov,15,100,Married-civ-spouse,t,Unmarried,Other,Male,39,25,67,0
17,Without-pay,34,66,Widowed,h,Wife,Black,Male,28,69,74,1
25,Federal-gov,14,3,Married-spouse-absent,i,Own-child,Other,Female,29,60,83,1
54,Never-worked,6,32,Divorced,g,Other-relative,Amer-Indian-Eskimo,Female,92,12,29,0
76,Self-emp-inc,37,7,Separated,k,Unmarried,Other,Female,13,85,54,1
0,Self-emp-not-inc,36,69,Widowed,t,Unmarried,Other,Male,25,13,87,1
96,Self-emp-inc,45,41,Widowed,p,Husband,Black,Male,12,68,79,0
70,?,2,98,Separated,d,Husband,Amer-Indian-Eskimo,Male,12,82,63,0
99,Self-emp-not-inc,72,34,Married-civ-spouse,u,Wife,Black,Female,24,78,8,0
41,Self-emp-not-inc,13,32,Separated,t,Wife,Asian-Pac-Islander,Male,0,39,66,0
83,Never-worked,17,59,Married-spouse-absent,x,Wife,Asian-Pac-Islander,Male,58,55,74,0
99,Self-emp-inc,33,90,Married-AF-spouse,f,Unmarried,Asian-Pac-Islander,Female,73,76,52,1
93,Private,26,29,Widowed,x,Own-child,Asian-Pac-Islander,Female,39,1,39,1
87,?,48,88,Married-spouse-absent,k,Wife,Other,Male,54,33,22,1
25,Self-emp-not-inc,36,38,Widowed,w,Wife,Asian-Pac-Islander,Male,21,35,30,0
84,State-gov,73,20,Married-AF-spouse,x,Own-child,Black,Female,75,10,75,0
44,Self-emp-not-inc,86,39,Married-spouse-absent,v,Other-relative,Other,Male,81,5,5,1
72,?,73,2,Divorced,y,Own-child,Black,Female,66,92,56,0
38,?,92,37,Never-married,g,Husband,Amer-Indian-Eskimo,Male,71,19,34,0
86,Federal-gov,37,25,Married-AF-spouse,x,Other-relative,Other,Female,22,1,14,1
50,State-gov,39,18,Widowed,y,Wife,Asian-Pac-Islander,Female,23,4,92,0
15,Federal-gov,13,48,Separated,p,Wife,White,Female,80,94,79,0
4,Local-gov,48,66,Married-civ-spouse,y,Wife,Amer-Indian-Eskimo,Female,14,27,36,1
75,Local-gov,79,62,Widowed,t,Own-child,White,Female,9,88,1,1
26,Private,5,25,Never-married,z,Other-relative,Other,Female,26,78,68,0
75,State-gov,47,5,Separated,d,Wife,Other,Male,52,77,35,1
26,Self-emp-inc,69,17,Married-spouse-absent,e,Wife,Asian-Pac-Islander,Female,53,39,26,1
76,Federal-gov,39,47,Divorced,l,Unmarried,White,Female,77,64,61,1
28,Federal-gov,33,62,Separated,z,Wife,Other,Female,72,65,53,1
0,Private,45,16,Married-AF-spouse,l,Wife,Amer-Indian-Eskimo,Female,47,19,96,0
69,State-gov,41,43,Married-spouse-absent,l,Other-relative,White,Male,59,38,8,0
57,Self-emp-not-inc,87,56,Married-spouse-absent,m,Wife,Other,Male,72,22,25,0
13,?,78,7,Never-married,r,Own-child,Asian-Pac-Islander,Male,19,28,53,1
22,?,18,72,Divorced,x,Unmarried,Other,Female,56,79,73,0
88,Never-worked,63,96,Married-AF-spouse,g,Wife,White,Male,61,46,87,1
61,Private,15,52,Divorced,b,Husband,Asian-Pac-Islander,Female,44,24,44,0
90,Local-gov,82,53,Divorced,o,Other-relative,Amer-Indian-Eskimo,Male,52,21,97,1
62,Self-emp-inc,96,62,Married-AF-spouse,d,Own-child,Black,Female,35,22,28,0
5,?,40,12,Separated,l,Not-in-family,Amer-Indian-Eskimo,Female,54,9,13,0
82,Local-gov,4,51,Never-married,l,Husband,Asian-Pac-Islander,Male,89,40,3,1
44,State-gov,12,32,Married-civ-spouse,e,Own-child,Amer-Indian-Eskimo,Female,54,5,47,1
92,Without-pay,5,18,Separated,v,Own-child,Other,Female,23,30,45,1
67,Private,10,3,Married-spouse-absent,b,Wife,Amer-Indian-Eskimo,Female,82,50,30,0
23,State-gov,53,76,Divorced,h,Wife,Asian-Pac-Islander,Female,11,99,0,1
9,Never-worked,37,24,Widowed,a,Husband,White,Female,24,45,77,1
51,Never-worked,87,29,Separated,o,Husband,Other,Female,21,6,79,1
5,Without-pay,91,68,Married-AF-spouse,s,Husband,Other,Male,90,30,42,1
90,Without-pay,3,68,Married-AF-spouse,i,Unmarried,White,Male,54,87,4,1
33,Private,45,54,Widowed,t,Other-relative,Black,Female,71,2,15,0
1,State-gov,76,18,Never-married,h,Husband,Amer-Indian-Eskimo,Female,61,99,21,1
63,Local-gov,94,92,Separated,f,Unmarried,White,Male,13,14,92,0
96,State-gov,26,10,Married-spouse-absent,o,Husband,Amer-Indian-Eskimo,Male,89,63,12,0
84,Without-pay,100,88,Married-spouse-absent,u,Wife,White,Female,76,68,13,0
61,Federal-gov,18,35,Married-civ-spouse,m,Other-relative,Black,Male,85,91,85,0
91,Private,73,84,Married-AF-spouse,k,Not-in-family,Asian-Pac-Islander,Male,17,89,89,1
76,Self-emp-not-inc,62,49,Widowed,r,Wife,White,Male,84,6,54,1
31,?,6,32,Divorced,o,Unmarried,Other,Male,48,49,9,0
91,Local-gov,50,41,Divorced,v,Other-relative,Black,Male,49,53,92,1
58,State-gov,40,51,Widowed,j,Not-in-family,Black,Female,55,63,63,0
3,Self-emp-not-inc,7,49,Widowed,n,Own-child,White,Male,96,70,20,1
84,Private,21,78,Divorced,k,Other-relative,Other,Male,13,88,98,0
10,Local-gov,89,9,Never-married,g,Other-relative,Amer-Indian-Eskimo,Female,36,87,12,0
51,Never-worked,98,24,Married-AF-spouse,m,Own-child,Asian-Pac-Islander,Male,62,23,24,0
73,Private,14,94,Divorced,v,Unmarried,Amer-Indian-Eskimo,Male,81,10,65,1
69,Self-emp-inc,99,70,Divorced,f,Own-child,Asian-Pac-Islander,Male,67,64,25,0
13,Self-emp-not-inc,45,69,Never-married,i,Other-relative,Asian-Pac-Islander,Female,64,27,13,0
60,Federal-gov,60,46,Divorced,i,Husband,White,Female,10,67,65,1
81,Without-pay,98,59,Married-AF-spouse,t,Husband,Other,Female,64,96,87,0
58,Private,84,87,Never-married,l,Unmarried,Asian-Pac-Islander,Male,98,20,11,1
45,?,64,96,Separated,p,Wife,Asian-Pac-Islander,Male,19,36,36,1
25,Federal-gov,45,77,Married-spouse-absent,x,Other-relative,Asian-Pac-Islander,Female,5,16,29,0
3,?,17,95,Widowed,r,Other-relative,Black,Female,87,40,76,0
64,?,12,95,Married-spouse-absent,n,Unmarried,Asian-Pac-Islander,Female,21,13,24,0
78,?,37,55,Widowed,l,Not-in-family,Asian-Pac-Islander,Male,58,81,23,1
14,Never-worked,67,74,Married-spouse-absent,w,Not-in-family,Asian-Pac-Islander,Male,27,30,90,1
87,Local-gov,12,34,Married-spouse-absent,p,Own-child,Asian-Pac-Islander,Male,27,17,4,0
70,Without-pay,52,38,Married-spouse-absent,s,Own-child,Black,Male,50,20,58,0
15,Self-emp-inc,28,73,Married-spouse-absent,m,Wife,Black,Male,14,23,83,1
5,State-gov,29,54,Married-AF-spouse,e,Unmarried,Asian-Pac-Islander,Male,68,69,32,0
54,Self-emp-inc,12,74,Never-married,y,Husband,Other,Female,46,13,22,1
0,Self-emp-inc,53,48,Married-spouse-absent,w,Unmarried,White,Female,88,11,91,1
71,Self-emp-not-inc,79,73,Divorced,x,Husband,Asian-Pac-Islander,Female,9,57,98,0
61,State-gov,3,26,Married-spouse-absent,l,Unmarried,Asian-Pac-Islander,Male,29,32,21,1
81,State-gov,20,5,Divorced,t,Unmarried,Other,Female,51,99,62,0
32,Private,51,96,Divorced,w,Not-in-family,Other,Female,8,14,14,1
58,Private,91,95,Widowed,u,Husband,Amer-Indian-Eskimo,Male,87,51,50,1
29,Local-gov,70,56,Separated,a,Unmarried,Other,Male,65,90,92,1
31,Self-emp-inc,39,9,Married-spouse-absent,o,Husband,Black,Female,60,88,36,1
79,Self-emp-not-inc,43,92,Married-AF-spouse,h,Unmarried,Black,Female,33,82,6,1
75,Never-worked,66,16,Never-married,z,Other-relative,Asian-Pac-Islander,Female,84,16,85,0
31,?,38,56,Widowed,r,Other-relative,Other,Female,99,36,29,1
18,Self-emp-inc,62,3,Married-civ-spouse,s,Other-relative,Other,Male,8,58,65,0
86,Private,61,2,Married-civ-spouse,h,Not-in-family,Amer-Indian-Eskimo,Male,57,70,1,0
71,Self-emp-not-inc,39,95,Married-civ-spouse,u,Husband,Black,Female,16,43,54,1
99,?,67,69,Divorced,t,Unmarried,Black,Female,72,78,27,0
62,Never-worked,93,45,Married-AF-spouse,v,Unmarried,Other,Female,10,28,23,0
19,Local-gov,7,61,Married-spouse-absent,g,Husband,White,Male,47,35,99,1
69,Self-emp-not-inc,66,99,Widowed,b,Wife,Amer-Indian-Eskimo,Male,86,30,88,0
49,Self-emp-not-inc,22,35,Divorced,x,Other-relative,Other,Female,43,78,83,1
64,Self-emp-not-inc,64,79,Widowed,u,Other-relative,Other,Female,45,75,80,0
1,?,57,13,Widowed,a,Own-child,Other,Male,73,85,52,1
50,Local-gov,47,98,Separated,z,Own-child,White,Male,34,97,12,0
53,Federal-gov,2,78,Widowed,y,Other-relative,Amer-Indian-Eskimo,Female,68,47,57,0
60,State-gov,16,7,Married-civ-spouse,b,Husband,Other,Male,96,59,84,1
58,Federal-gov,36,14,Divorced,w,Own-child,Asian-Pac-Islander,Male,45,34,90,0
78,Never-worked,78,32,Widowed,c,Own-child,Black,Male,53,85,60,0
57,State-gov,87,16,Divorced,a,Wife,Other,Female,20,80,9,1
18,Without-pay,23,38,Divorced,c,Unmarried,White,Female,37,6,48,0
41,Private,15,30,Married-spouse-absent,w,Other-relative,Amer-Indian-Eskimo,Female,96,31,17,0
6,Private,57,18,Married-spouse-absent,y,Unmarried,Amer-Indian-Eskimo,Female,24,16,56,0
100,State-gov,44,19,Divorced,z,Other-relative,Other,Male,14,72,53,1
43,Self-emp-inc,41,67,Separated,t,Not-in-family,White,Male,14,28,96,1
32,State-gov,9,22,Separated,t,Other-relative,White,Male,71,47,74,0
75,Self-emp-not-inc,26,51,Divorced,t,Husband,Amer-Indian-Eskimo,Male,58,95,99,1
87,Self-emp-not-inc,1,41,Widowed,z,Own-child,Black,Female,69,89,22,1
24,Never-worked,31,85,Never-married,h,Other-relative,Other,Male,46,11,38,0
50,?,65,43,Divorced,s,Husband,Asian-Pac-Islander,Female,84,88,9,1
8,Federal-gov,83,87,Married-spouse-absent,z,Own-child,Asian-Pac-Islander,Female,55,10,97,1
83,Private,22,53,Married-AF-spouse,k,Wife,Black,Male,85,42,19,0
2,Without-pay,50,26,Widowed,g,Unmarried,White,Female,86,80,52,0
28,Local-gov,82,48,Widowed,j,Husband,Amer-Indian-Eskimo,Male,11,10,84,1
38,Federal-gov,58,90,Never-married,d,Own-child,Amer-Indian-Eskimo,Male,75,27,83,0
46,Self-emp-inc,69,37,Married-civ-spouse,d,Unmarried,White,Female,4,76,50,1
43,State-gov,62,79,Married-civ-spouse,g,Not-in-family,White,Female,39,73,87,1
97,Self-emp-inc,90,28,Married-AF-spouse,f,Other-relative,Amer-Indian-Eskimo,Male,67,7,71,0
13,Self-emp-not-inc,18,65,Married-AF-spouse,y,Own-child,Black,Male,34,58,94,1
45,Self-emp-not-inc,70,17,Divorced,x,Wife,Asian-Pac-Islander,Male,67,60,81,0
33,Self-emp-not-inc,23,21,Never-married,m,Unmarried,Black,Male,46,82,91,1
10,State-gov,24,95,Married-civ-spouse,p,Not-in-family,Other,Male,74,95,63,0
87,Private,64,50,Divorced,j,Own-child,Other,Male,35,4,68,0
77,Self-emp-not-inc,68,45,Widowed,u,Not-in-family,Black,Male,30,27,64,0
30,Local-gov,87,96,Married-spouse-absent,v,Other-relative,Black,Female,84,84,35,1
64,Without-pay,54,68,Separated,t,Not-in-family,White,Female,95,46,37,1
71,Without-pay,94,57,Widowed,z,Wife,Black,Male,91,8,15,1
67,Self-emp-not-inc,86,6,Separated,l,Own-child,White,Female,34,81,41,1
0,Federal-gov,56,26,Never-married,j,Not-in-family,White,Female,40,81,94,1
95,?,65,78,Never-married,w,Unmarried,Amer-Indian-Eskimo,Male,83,20,36,1
8,Self-emp-inc,62,38,Married-spouse-absent,x,Unmarried,Black,Female,53,18,96,1
67,Self-emp-not-inc,75,83,Never-married,s,Unmarried,White,Male,44,44,0,0
11,Local-gov,16,37,Married-AF-spouse,v,Own-child,Asian-Pac-Islander,Female,31,98,28,0
23,?,94,42,Divorced,l,Unmarried,White,Male,41,26,44,0
20,Self-emp-not-inc,15,36,Divorced,r,Husband,Amer-Indian-Eskimo,Female,38,24,46,0
1,Private,2,71,Widowed,e,Wife,Other,Female,54,38,53,0
70,Federal-gov,77,43,Married-AF-spouse,e,Wife,White,Male,13,75,86,1
68,Federal-gov,90,14,Married-civ-spouse,j,Unmarried,White,Male,47,90,97,0
42,Private,57,64,Married-civ-spouse,b,Wife,Other,Female,47,53,3,0
99,Federal-gov,17,71,Separated,y,Unmarried,Black,Female,58,19,25,1
22,Federal-gov,38,60,Married-AF-spouse,i,Unmarried,Amer-Indian-Eskimo,Male,71,51,64,0
30,Federal-gov,53,11,Never-married,l,Unmarried,Black,Female,50,70,42,1
38,Federal-gov,88,97,Never-married,s,Own-child,Asian-Pac-Islander,Female,15,97,72,1
75,Local-gov,65,94,Widowed,r,Wife,Black,Female,17,66,13,1
52,Self-emp-not-inc,88,27,Married-spouse-absent,h,Not-in-family,Asian-Pac-Islander,Female,31,21,24,1
98,Private,59,40,Never-married,x,Unmarried,Amer-Indian-Eskimo,Male,67,24,91,0
67,Self-emp-inc,28,68,Married-AF-spouse,x,Own-child,Asian-Pac-Islander,Female,33,10,98,0
64,Federal-gov,3,12,Married-spouse-absent,e,Own-child,Black,Male,2,60,50,1
6,Private,87,81,Divorced,j,Husband,Asian-Pac-Islander,Male,79,0,59,1
33,Local-gov,5,52,Separated,q,Wife,Asian-Pac-Islander,Female,2,28,2,1
29,Without-pay,58,86,Married-civ-spouse,o,Husband,Asian-Pac-Islander,Male,71,85,18,0
85,Local-gov,86,78,Divorced,y,Unmarried,Other,Male,66,7,7,0
14,State-gov,97,87,Married-AF-spouse,p,Unmarried,Other,Male,25,58,56,1
52,Private,18,72,Married-civ-spouse,p,Own-child,Asian-Pac-Islander,Male,74,21,69,1
86,Federal-gov,48,49,Married-civ-spouse,h,Unmarried,Asian-Pac-Islander,Female,0,46,5,1
91,State-gov,1,82,Never-married,j,Wife,Black,Female,94,57,27,1
67,Never-worked,99,55,Married-AF-spouse,m,Own-child,Asian-Pac-Islander,Female,86,100,81,1
94,State-gov,59,6,Divorced,u,Not-in-family,Amer-Indian-Eskimo,Male,20,53,85,1
46,State-gov,92,96,Married-spouse-absent,a,Unmarried,Asian-Pac-Islander,Male,86,58,8,0
87,Local-gov,31,2,Divorced,e,Wife,Black,Female,36,97,99,1
24,Without-pay,28,84,Divorced,g,Own-child,Amer-Indian-Eskimo,Male,78,11,29,1
13,Private,23,24,Married-AF-spouse,l,Husband,Amer-Indian-Eskimo,Female,58,0,18,1
32,Federal-gov,25,34,Never-married,n,Husband,Black,Male,86,14,49,0
32,State-gov,12,97,Never-married,e,Wife,Other,Male,17,1,34,1
25,Self-emp-not-inc,0,95,Married-civ-spouse,z,Not-in-family,White,Male,45,13,18,1
73,Local-gov,64,72,Divorced,h,Husband,Amer-Indian-Eskimo,Female,89,84,36,1
17,Self-emp-not-inc,79,44,Divorced,i,Not-in-family,Black,Male,83,71,80,1
23,Local-gov,75,91,Never-married,u,Own-child,Black,Male,44,82,84,1
35,Federal-gov,49,54,Separated,j,Own-child,Amer-Indian-Eskimo,Male,18,49,42,1
35,Self-emp-inc,98,2,Never-married,e,Other-relative,White,Male,52,7,1,0
34,Local-gov,78,8,Married-spouse-absent,e,Not-in-family,Amer-Indian-Eskimo,Female,57,14,25,1
84,Self-emp-not-inc,62,99,Married-civ-spouse,a,Own-child,Asian-Pac-Islander,Female,33,18,65,1
69,Self-emp-inc,22,74,Married-civ-spouse,s,Own-child,Other,Male,44,45,40,0
20,Private,17,51,Divorced,f,Wife,Asian-Pac-Islander,Female,27,86,38,1
6,Self-emp-not-inc,10,90,Married-civ-spouse,y,Unmarried,Black,Male,55,74,45,1
8,Private,87,70,Married-spouse-absent,g,Not-in-family,Other,Male,67,16,100,0
0,State-gov,96,14,Widowed,h,Not-in-family,Asian-Pac-Islander,Male,27,73,69,1
61,Never-worked,4,50,Married-civ-spouse,a,Husband,Amer-Indian-Eskimo,Female,22,90,67,1
89,Self-emp-inc,59,66,Widowed,n,Husband,Black,Female,75,45,26,0
71,Self-emp-not-inc,31,75,Widowed,o,Not-in-family,Amer-Indian-Eskimo,Male,74,34,40,1
73,Never-worked,45,29,Never-married,m,Unmarried,Amer-Indian-Eskimo,Female,73,37,96,1
6,Without-pay,59,40,Never-married,b,Not-in-family,Amer-Indian-Eskimo,Male,59,68,47,0
93,Without-pay,70,43,Never-married,m,Own-child,Asian-Pac-Islander,Female,50,21,51,1
69,Never-worked,12,17,Widowed,a,Husband,Black,Female,0,60,6,1
36,Never-worked,33,65,Never-married,j,Husband,Black,Male,88,67,10,0
29,?,25,88,Married-spouse-absent,d,Other-relative,Asian-Pac-Islander,Male,8,32,0,0
19,Local-gov,79,47,Married-spouse-absent,y,Not-in-family,Asian-Pac-Islander,Male,7,52,84,1
47,State-gov,77,31,Married-civ-spouse,o,Unmarried,Black,Female,32,59,79,1
22,Without-pay,62,100,Married-spouse-absent,k,Wife,Other,Female,78,41,86,0
67,Self-emp-inc,23,17,Never-married,i,Wife,Asian-Pac-Islander,Male,100,84,23,1
7,Self-emp-inc,38,90,Separated,n,Not-in-family,White,Male,74,38,47,0
56,?,63,56,Divorced,k,Not-in-family,White,Female,1,100,57,0
93,Private,32,92,Married-civ-spouse,n,Unmarried,White,Female,83,27,37,1
84,?,66,14,Widowed,s,Unmarried,White,Female,83,17,65,1
72,Without-pay,34,8,Separated,x,Husband,Asian-Pac-Islander,Female,39,8,38,1
18,Private,0,35,Married-AF-spouse,g,Unmarried,Amer-Indian-Eskimo,Female,53,86,89,0
22,State-gov,26,34,Married-AF-spouse,p,Own-child,Amer-Indian-Eskimo,Female,99,61,45,0
22,State-gov,55,88,Divorced,q,Not-in-family,Asian-Pac-Islander,Female,23,61,85,1
85,?,69,50,Divorced,c,Wife,Asian-Pac-Islander,Male,42,95,7,1
46,State-gov,53,80,Separated,u,Husband,White,Female,6,65,72,1
39,Never-worked,20,47,Divorced,q,Own-child,White,Female,41,26,59,0
56,State-gov,1,61,Married-civ-spouse,k,Not-in-family,Other,Male,82,67,95,0
34,Local-gov,97,43,Married-civ-spouse,t,Own-child,Amer-Indian-Eskimo,Female,77,24,3,1
60,Without-pay,17,71,Married-AF-spouse,f,Husband,White,Female,65,62,14,0
98,Self-emp-not-inc,27,33,Separated,u,Unmarried,Other,Female,0,88,77,1
80,Federal-gov,97,35,Married-spouse-absent,b,Wife,Asian-Pac-Islander,Female,76,97,60,1
13,?,81,56,Married-civ-spouse,o,Not-in-family,Amer-Indian-Eskimo,Male,5,25,56,0
28,Federal-gov,22,21,Married-AF-spouse,v,Other-relative,Amer-Indian-Eskimo,Female,63,64,43,0
59,Private,55,69,Married-civ-spouse,w,Other-relative,White,Female,29,95,74,1
13,State-gov,65,26,Widowed,o,Wife,Other,Female,20,26,87,1
33,Federal-gov,5,81,Divorced,v,Own-child,Asian-Pac-Islander,Male,97,0,48,0
26,?,27,15,Never-married,w,Unmarried,Other,Male,66,61,21,0
77,State-gov,62,14,Never-married,w,Not-in-family,Amer-Indian-Eskimo,Male,27,27,17,0
57,Federal-gov,21,92,Married-spouse-absent,t,Own-child,Black,Female,23,74,49,0
74,State-gov,67,10,Married-civ-spouse,h,Other-relative,Other,Male,45,2,77,0
87,Without-pay,21,83,Divorced,q,Wife,Amer-Indian-Eskimo,Male,92,32,37,0
85,?,48,92,Never-married,e,Husband,Amer-Indian-Eskimo,Male,23,26,8,1
91,State-gov,40,44,Married-spouse-absent,p,Other-relative,Asian-Pac-Islander,Male,57,95,1,1
55,Self-emp-not-inc,13,32,Divorced,y,Other-relative,Amer-Indian-Eskimo,Male,91,68,32,1
85,Local-gov,24,32,Separated,p,Own-child,Black,Male,67,6,20,1
95,Without-pay,2,74,Separated,p,Other-relative,Amer-Indian-Eskimo,Female,70,3,9,1
82,Federal-gov,70,18,Never-married,a,Husband,Amer-Indian-Eskimo,Male,79,26,74,0
91,Never-worked,92,36,Married-AF-spouse,m,Unmarried,Asian-Pac-Islander,Male,94,53,21,0
90,Private,89,99,Never-married,t,Unmarried,Other,Male,18,93,40,0
23,Without-pay,34,54,Married-civ-spouse,o,Other-relative,Other,Female,32,67,60,1
71,Local-gov,87,54,Married-AF-spouse,v,Own-child,Other,Male,57,78,39,0
13,?,90,45,Married-civ-spouse,x,Unmarried,Asian-Pac-Islander,Female,98,19,50,0
20,Never-worked,85,54,Married-AF-spouse,p,Unmarried,Asian-Pac-Islander,Male,40,74,84,1
94,Local-gov,61,8,Married-civ-spouse,b,Husband,Asian-Pac-Islander,Female,42,51,91,0
35,Local-gov,65,44,Married-civ-spouse,c,Other-relative,Amer-Indian-Eskimo,Male,35,65,0,1
74,State-gov,61,6,Divorced,m,Other-relative,Black,Female,68,23,95,0
35,Without-pay,69,2,Separated,b,Wife,Asian-Pac-Islander,Male,73,31,44,0
69,State-gov,16,8,Married-spouse-absent,p,Unmarried,Black,Female,3,89,77,1
37,Private,59,80,Married-AF-spouse,o,Wife,White,Female,16,72,89,1
22,Federal-gov,41,63,Widowed,s,Unmarried,Amer-Indian-Eskimo,Female,43,83,27,0
33,State-gov,50,43,Separated,a,Other-relative,Amer-Indian-Eskimo,Male,62,100,23,0
18,?,28,44,Separated,c,Wife,Amer-Indian-Eskimo,Male,43,19,22,0
0,Private,43,43,Separated,q,Own-child,Black,Male,61,81,95,1
31,Never-worked,62,44,Married-AF-spouse,p,Wife,Other,Male,70,95,67,1
30,?,32,60,Widowed,r,Other-relative,Amer-Indian-Eskimo,Male,14,68,34,0
45,Without-pay,93,23,Separated,y,Wife,Amer-Indian-Eskimo,Female,34,7,95,0
2,Federal-gov,58,69,Separated,f,Unmarried,Asian-Pac-Islander,Female,6,85,56,1
21,Never-worked,80,66,Married-civ-spouse,l,Other-relative,White,Female,3,0,22,0
